ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_FORM	CLPA	CONCEPTICON_ID	GLOTTOLOG
2381	Swedish	old	gamal	ɡ a m a l	1322	'gamal	831 997 241 997 554	1229	swed1254
2382	Breton_ST	old	koːs	k oː s	1038	koːs	838 880 89	1229	bret1244
2383	Catalan	old	bɛʎ	b ɛ ʎ	913	bɛʎ	257 1121 588	1229	stan1289
2384	Danish	old	g̥ɑməl	ɡ̥ ɑ m ə l	1322	ˈg̥ɑməl	824 952 241 1022 554	1229	dani1285
2385	Dutch_List	old	ɑut	au t	268	ɑut	1033 120	1229	dutc1256
2386	English	old	əʊld	əu l d	268	əʊld	1036 554 145	1229	stan1293
2387	French	old	vjø	v j ø	913	vjø	451 570 1052	1229	stan1290
2388	Greek_Mod	old	pale̞o̞s	p a l e̞ o̞ s	1517	paˌle̞ˈo̞s	291 997 554 1106 878 89	1229	mode1248
2389	Marathi	old	mɦataɾa	m ɦ a t a ɾ a	3464	'mɦataɾa	241 401 997 120 997 66 997	1229	mara1378
2390	Polish	old	starɨ	s t a r ɨ	1158	ˈstarɨ	89 120 997 153 983	1229	poli1260
2391	Portuguese_ST	old	vɛʎu	v ɛ ʎ u	913	ˈvɛʎu	451 1121 588 868	1229	port1283
2392	Russian	old	starɨj	s t a r ɨ j	1158	'starɨj	89 120 997 153 983 570	1229	russ1263
2393	Spanish	old	bjexo	b j e x o	913	'bjexo	257 570 1089 778 887	1229	stan1288
2394	Bihari	old	puran	p u r a n	2826	puran	291 868 153 997 107	1229	mait1250
2395	Oriya	old	buɽha	b u ɽ h a	800	buṛha	257 868 703 405 997	1229	oriy1255
2396	Oriya	old	puruɳa	p u r u ɳ a	2826	puruṇa	291 868 153 868 711 997	1229	oriy1255
2397	Urdu	old	buɽʰɑ	b u ɽʰ ɑ	800	buɽʰɑ	257 868 702 952	1229	urdu1245
2398	Marathi	old	dzuna	d z u n a	2825	dzu'na	145 80 868 107 997	1229	mara1378
2399	Urdu	old	pʊɾɑnɑ	p ʊ ɾ ɑ n ɑ	2826	pʊɾɑnɑ	291 904 66 952 107 952	1229	urdu1245
2400	Catalan	old	ənsia	ə n s ia	3611	ənsi'a	1022 107 89 1138	1229	stan1289
#
2401	Urdu	one	ʔek	ʔ e k	91	ʔek	409 1089 838	1493	urdu1245
2402	Czech	one	jɛdɛn	j ɛ d ɛ n	91	jɛdɛn	570 1121 145 1121 107	1493	czec1258
2403	German	one	ain	ai n	91	a‿in	1037 107	1493	stan1295
2404	Italian	one	uno	u n o	91	'uno	868 107 887	1493	ital1282
2405	Swedish	one	ɛn	ɛ n	91	ɛn	1121 107	1493	swed1254
2406	Catalan	one	un	u n	91	un	868 107	1493	stan1289
2407	Danish	one	en	e n	91	en	1089 107	1493	dani1285
2408	Dutch_List	one	en	e n	91	en	1089 107	1493	dutc1256
2409	English	one	wʌn	w ʌ n	91	wʌn	462 960 107	1493	stan1293
2410	French	one	œ̃	œ̃	91	œ̃	1056	1493	stan1290
2411	Greek_Mod	one	e̞na	e̞ n a	623	ˈe̞na	1106 107 997	1493	mode1248
2412	Marathi	one	ek	e k	91	ek	1089 838	1493	mara1378
2413	Polish	one	jɛdɛn	j ɛ d ɛ n	91	ˈjɛdɛn	570 1121 145 1121 107	1493	poli1260
2414	Portuguese_ST	one	uː	uː	91	ũ	860	1493	port1283
2415	Russian	one	odin	o d i n	91	o'din	887 145 1076 107	1493	russ1263
2416	Spanish	one	uno	u n o	91	'uno	868 107 887	1493	stan1288
2417	Bihari	one	ek	e k	91	ek	1089 838	1493	mait1250
2418	Oriya	one	ekɔ	e k ɔ	91	ekɔ	1089 838 916	1493	oriy1255
2419	Armenian_Mod	one	mɛk	m ɛ k	91	mɛk	241 1121 838	1493	nucl1235
#
2420	Urdu	other	d̪us.ɾɑ	d̪ u s ɾ ɑ	1669	ˈd̪us.ɾɑ	371 868 89 66 952	197	urdu1245
2421	Armenian_Mod	other	uɾiʃ	u ɾ i ʃ	2828	uˈɾiʃ	868 66 1076 683	197	nucl1235
2422	Czech	other	jɪniː	j ɪ n iː	2831	jɪniː	570 1110 107 1068	197	czec1258
2423	German	other	andɐ	a n d ɐ	269	'andɐ	997 107 145 986	197	stan1295
2424	Italian	other	altro	a l t r o	624	'altro	997 554 120 153 887	197	ital1282
2425	Swedish	other	anan	a n a n	269	'anan, 'anat	997 107 997 107	197	swed1254
2426	Danish	other	anən	a n ə n	269	ˈanən	997 107 1022 107	197	dani1285
2427	Dutch_List	other	ɑndər	ɑ n d ə r	269	'ɑndər	952 107 145 1022 153	197	dutc1256
2428	English	other	ʌðə	ʌ ð ə	269	'ʌðə	960 419 1022	197	stan1293
2429	French	other	otʀ	o t ʀ	624	otʀ	887 120 767	197	stan1290
2430	Breton_ST	other	al	a l	624	al	997 554	197	bret1244
2431	Greek_Mod	other	alo̞s	a l o̞ s	624	ˈalo̞s	997 554 878 89	197	mode1248
2432	Marathi	other	dusɾa	d u s ɾ a	1669	dus'ɾa	145 868 89 66 997	197	mara1378
2433	Portuguese_ST	other	ooutɾu	ou t ɾ u	624	ˈo(ou)tɾu	898 120 66 868	197	port1283
2434	Russian	other	drugoj	d r u ɡ o j	1159	dru'goj	145 153 868 831 887 570	197	russ1263
2435	Spanish	other	otɾo	o t ɾ o	624	'otɾo	887 120 66 887	197	stan1288
2436	Bihari	other	dosər	d o s ə r	1669	dosər	145 887 89 1022 153	197	mait1250
2437	Oriya	other	au	au	3499	au	1033	197	oriy1255
2438	Oriya	other	ɔnyanyɔ	ɔ n y a n y ɔ	269	ɔnyanyɔ	916 107 1047 997 107 1047 916	197	oriy1255
2439	Dutch_List	other	nɔχ#en	n ɔ χ _ e n	2831	nɔχ en	107 916 748 1190 1089 107	197	dutc1256
2440	Armenian_Mod	other	ɑɪ̯l	ai l	624	ɑɪ̯l	1037 554	197	nucl1235
2441	Polish	other	druɡi	d r u ɡ i	1159	ˈdruɡi	145 153 868 831 1076	197	poli1260
2442	Marathi	other	bakiːtse	b a k iː t s e	1611	ba'ki:tse	257 997 838 1068 120 89 1089	197	mara1378
#
2443	Urdu	person	ʔɪnsɑn	ʔ ɪ n s ɑ n	2374	ʔɪnsɑn	409 1110 107 89 952 107	683	urdu1245
2444	German	person	mɛnʃ	m ɛ n ʃ	93	mɛnʃ	241 1121 107 683	683	stan1295
2445	Italian	person	persona	p e r s o n a	915	per'sona	291 1089 153 89 887 107 997	683	ital1282
2446	Swedish	person	pæʂuːn	p æ ʂ uː n	915	pæ'ʂu:n	291 1087 705 860 107	683	swed1254
2447	English	person	pɜːsən	p ɜː s ə n	915	'pɜ:sən	291 1017 89 1022 107	683	stan1293
2448	Breton_ST	person	dẽːn	d ẽː n	1039	dẽ:n	145 1096 107	683	bret1244
2449	Danish	person	b̥ʰæɐ̯son	b̥ʰ æ ɐ̯ s o n	915	b̥ʰæɐ̯ˈson	286 1087 985 89 887 107	683	dani1285
2450	Dutch_List	person	mɛns	m ɛ n s	93	mɛns	241 1121 107 89	683	dutc1256
2451	French	person	pɛʀsɔn	p ɛ ʀ s ɔ n	915	pɛʀsɔn	291 1121 767 89 916 107	683	stan1290
2452	Greek_Mod	person	an̪θro̞po̞s	a n̪ θ r o̞ p o̞ s	2373	ˈan̪θro̞ˌpo̞s	997 368 417 153 878 291 878 89	683	mode1248
2453	Marathi	person	maɳuːs	m a ɳ uː s	93	maɳu:s, manu:ʂjə	241 997 711 860 89	683	mara1378
2454	Russian	person	ʧelovʲek	tʃ e l o vʲ e k	2369	tʃelo'vʲek	651 1089 554 887 434 1089 838	683	russ1263
2455	Bihari	person	byekti	b y e k t i	3475	byekti	257 1047 1089 838 120 1076	683	mait1250
2456	Bihari	person	admi	a d m i	3476	admi	997 145 241 1076	683	mait1250
2457	Oriya	person	lokɔ	l o k ɔ	2372	lokɔ	554 887 838 916	683	oriy1255
2458	Oriya	person	byɔkti	b y ɔ k t i	3503	byɔkti	257 1047 916 838 120 1076	683	oriy1255
2459	Oriya	person	mɔɳisɔ	m ɔ ɳ i s ɔ	93	mɔṇisɔ	241 916 711 1076 89 916	683	oriy1255
2460	Spanish	person	ombɾe	o m b ɾ e	1039	'ombɾe	887 241 257 66 1089	683	stan1288
2461	Catalan	person	pəɾsonə	p ə ɾ s o n ə	915	pəɾˈsonə	291 1022 66 89 887 107 1022	683	stan1289
#
2462	Armenian_Mod	play	χɑʁɑl	χ ɑ ʁ ɑ l	626	χɑˈʁɑl	748 952 739 952 554	1413	nucl1235
2463	Czech	play	ɦraːt	ɦ r aː t	1161	ɦraːt	401 153 1004 120	1413	czec1258
2464	German	play	ʃpiːlən	ʃ p iː l ə n	270	'ʃpi:lən	683 291 1068 554 1022 107	1413	stan1295
2465	Italian	play	dʒokare	d ʒ o k a r e	916	dʒo'kare	145 685 887 838 997 153 1089	1413	ital1282
2466	Swedish	play	speːla	s p eː l a	270	'spe:la	89 291 1091 554 997	1413	swed1254
2467	Breton_ST	play	xwaːri	x w aː r i	1040	'xwa:ri	778 462 1004 153 1076	1413	bret1244
2468	Danish	play	lɑjə	l ɑ j ə	2833	ˈlɑjə	554 952 570 1022	1413	dani1285
2469	Dutch_List	play	spelən	s p e l ə n	270	'spelə(n)	89 291 1089 554 1022 107	1413	dutc1256
2470	English	play	pleɪ	p l eɪ	1354	pleɪ	291 554 1108	1413	stan1293
2471	French	play	ʒwe	ʒ w e	916	ʒwe	685 462 1089	1413	stan1290
2472	Greek_Mod	play	pe̞zo̞	p e̞ z o̞	1519	ˈpe̞zo̞	291 1106 80 878	1413	mode1248
2473	Marathi	play	kʰeɭɳe	kʰ e ɭ ɳ e	802	'kʰeɭɳe	820 1089 708 711 1089	1413	mara1378
2474	Portuguese_ST	play	ʒuɡaɾ	ʒ u ɡ a ɾ	916	ʒuˈɡaɾ	685 868 831 997 66	1413	port1283
2475	Russian	play	igratʲ	i ɡ r a tʲ	1161	i'gratʲ	1076 831 153 997 115	1413	russ1263
2476	Spanish	play	xuɣaɾ	x u ɣ a ɾ	916	xu'ɣaɾ	778 868 780 997 66	1413	stan1288
2477	Urdu	play	bəʤɑnə	b ə dʒ ɑ n ə	802	bəʤɑnə, kʰelnə	257 1022 655 952 107 1022	1413	urdu1245
2478	Bihari	play	kʰeləb	kʰ e l ə b	802	kheləb	820 1089 554 1022 257	1413	mait1250
2479	Oriya	play	kʰeɭ	kʰ e ɭ	802	kheḷ-	820 1089 708	1413	oriy1255
2480	Polish	play	bavʲiʨ#ɕɛ	b a vʲ i tɕ _ ɕ ɛ	2832	ˈbavʲiʨ ɕɛ	257 997 434 1076 200 1190 204 1121	1413	poli1260
2481	Swedish	play	leːka	l eː k a	2833	'le:ka	554 1091 838 997	1413	swed1254
2482	Portuguese_ST	play	bɾĩkaɾ	b ɾ ĩ k a ɾ	3662	bɾĩˈkaɾ	257 66 1078 838 997 66	1413	port1283
2483	Catalan	play	ʒuɣa	ʒ u ɣ a	916	ʒu'ɣa	685 868 780 997	1413	stan1289
#
2484	Armenian_Mod	pull	kʰɑʃɛl	kʰ ɑ ʃ ɛ l	627	kʰɑˈʃɛl	820 952 683 1121 554	1455	nucl1235
2485	Czech	pull	taːɦnoʊ̯t	t aː ɦ n ou t	2837	taːɦnoʊ̯t	120 1004 401 107 898 120	1455	czec1258
2486	Catalan	pull	tɾɛuwɾə	t ɾ ɛu w ɾ ə	1267	'tɾɛuwɾə	120 66 1137 462 66 1022	1455	stan1289
2487	German	pull	t͜siːən	ts iː ə n	1372	't͜si:ən	15 1068 1022 107	1455	stan1295
2488	Italian	pull	tirare	t i r a r e	1267	ti'rare	120 1076 153 997 153 1089	1455	ital1282
2489	Swedish	pull	drɑː	d r ɑː	2839	drɑ:	145 153 954	1455	swed1254
2490	Russian	pull	tʲanutʲ	tʲ a n u tʲ	2837	'tʲanutʲ	115 997 107 868 115	1455	russ1263
2491	Breton_ST	pull	saʃã	s a ʃ ã	1095	'saʃã	89 997 683 1014	1455	bret1244
2492	Danish	pull	d̥ʰʁag̥ʰə	d̥ʰ ʁ a ɡ̥ʰ ə	271	d̥ʰʁag̥ʰə	118 739 997 812 1022	1455	dani1285
2493	Dutch_List	pull	trɛkən	t r ɛ k ə n	271	'trɛkə(n)	120 153 1121 838 1022 107	1455	dutc1256
2494	English	pull	pʊl	p ʊ l	3465	pʊl	291 904 554	1455	stan1293
2495	French	pull	tiʀe	t i ʀ e	1267	tiʀe	120 1076 767 1089	1455	stan1290
2496	Greek_Mod	pull	travo̞	t r a v o̞	2834	traˈvo̞	120 153 997 451 878	1455	mode1248
2497	Marathi	pull	oɖʰɳe	o ɖʰ ɳ e	1949	'oɖʰɳe	887 716 711 1089	1455	mara1378
2498	Polish	pull	ʨɔ̃ɡnɔ̃ʨ	tɕ ɔ̃ ɡ n ɔ̃ tɕ	2837	ˈʨɔ̃ɡnɔ̃ʨ	200 915 831 107 915 200	1455	poli1260
2499	Portuguese_ST	pull	puʃaɾ	p u ʃ a ɾ	917	puˈʃaɾ	291 868 683 997 66	1455	port1283
2500	Spanish	pull	tiɾaɾ	t i ɾ a ɾ	1267	ti'ɾaɾ	120 1076 66 997 66	1455	stan1288
2501	Urdu	pull	kʰenʧnə	kʰ e n tʃ n ə	803	kʰenʧnə	820 1089 107 651 107 1022	1455	urdu1245
2502	Bihari	pull	kʰicəb	kʰ i c ə b	803	khicəb	820 1076 606 1022 257	1455	mait1250
2503	Oriya	pull	ʈaɳ	ʈ a ɳ	2834	ṭaṇ-	717 997 711	1455	oriy1255
2504	Spanish	pull	xalaɾ	x a l a ɾ	3642	xa'laɾ	778 997 554 997 66	1455	stan1288
2505	Armenian_Mod	pull	ʣəkʰɛl	dz ə kʰ ɛ l	3653	ʣəˈkʰɛl	20 1022 820 1121 554	1455	nucl1235
2506	Swedish	pull	ryka	r y k a	2839	'ryka	153 1047 838 997	1455	swed1254
2507	Catalan	pull	əstiɾa	ə s t i ɾ a	1267	əsti'ɾa	1022 89 120 1076 66 997	1455	stan1289
#
2508	Armenian_Mod	push	həɾɛl	h ə ɾ ɛ l	628	həˈɾɛl	405 1022 66 1121 554	1452	nucl1235
2509	Catalan	push	əmpɛɲə	ə m p ɛ ɲ ə	1268	əm'pɛɲə	1022 241 291 1121 595 1022	1452	stan1289
2510	German	push	ʃtoːsn̩	ʃ t oː s n̩	2842	'ʃto:sn̩	683 120 880 89 97	1452	stan1295
2511	Italian	push	spindʒere	s p i n d ʒ e r e	1771	'spindʒere	89 291 1076 107 145 685 1089 153 1089	1452	ital1282
2512	Swedish	push	ʃʉːta	ʃ ʉː t a	452	'ʃʉ:ta	683 966 120 997	1452	swed1254
2513	Greek_Mod	push	spro̞xno̞	s p r o̞ x n o̞	2843	ˈspro̞xno̞	89 291 153 878 778 107 878	1452	mode1248
2514	Marathi	push	dʱəkəlɳe	d̤ ə k ə l ɳ e	804	dʱəkəl'ɳe	119 1022 838 1022 554 711 1089	1452	mara1378
2515	Breton_ST	push	bũntã	b ũ n t ã	1042	'bũntã	257 866 107 120 1014	1452	bret1244
2516	Polish	push	pxaʨ	p x a tɕ	1237	pxaʨ	291 778 997 200	1452	poli1260
2517	Portuguese_ST	push	ẽpuʀaɾ	ẽ p u ʀ a ɾ	918	ẽpuˈʀaɾ	1090 291 868 767 997 66	1452	port1283
2518	Russian	push	tolkatʲ	t o l k a tʲ	1205	tol'katʲ	120 887 554 838 997 115	1452	russ1263
2519	Spanish	push	empuxaɾ	e m p u x a ɾ	1399	empu'xaɾ	1089 241 291 868 778 997 66	1452	stan1288
2520	Danish	push	sd̥øːðə	s d̥ øː ð ə	2842	ˈsd̥ø:ðə	89 109 1050 419 1022	1452	dani1285
2521	Dutch_List	push	sχœyvən	s χ œi v ə n	1339	'sχœyvə(n)	89 748 1063 451 1022 107	1452	dutc1256
2522	English	push	pʊʃ	p ʊ ʃ	1399	pʊʃ	291 904 683	1452	stan1293
2523	French	push	puse	p u s e	1399	puse	291 868 89 1089	1452	stan1290
2524	Urdu	push	d̪ʰəkelnə	d̪ʰ ə k e l n ə	804	d̪ʰəkelnə	381 1022 838 1089 554 107 1022	1452	urdu1245
2525	Bihari	push	dʱəkləb	d̤ ə k l ə b	804	dhəkləb	119 1022 838 554 1022 257	1452	mait1250
2526	Oriya	push	dʱɔka#deba	d̤ ɔ k a _ d e b a	804	dhɔka deba	119 916 838 997 1190 145 1089 257 997	1452	oriy1255
2527	Oriya	push	ʈʰeliba	ʈʰ e l i b a	2846	ṭheliba	725 1089 554 1076 257 997	1452	oriy1255
2528	Dutch_List	push	dywən	d y w ə n	2842	'dywə(n)	145 1047 462 1022 107	1452	dutc1256
2529	Swedish	push	støːta	s t øː t a	2842	'stø:ta	89 120 1050 120 997	1452	swed1254
2530	Czech	push	tlaʧɪt	t l a tʃ ɪ t	1205	tlatʃɪt	120 554 997 651 1110 120	1452	czec1258
#
2531	Armenian_Mod	rain	ɑnʣɾɛv	ɑ n dz ɾ ɛ v	629	ɑnʣˈɾɛv	952 107 20 66 1121 451	2108	nucl1235
2532	German	rain	reːgnən	r eː ɡ n ə n	273	're:gnən	153 1091 831 107 1022 107	2108	stan1295
2533	Italian	rain	pjɔvere	p j ɔ v e r e	919	'pjɔvere	291 570 916 451 1089 153 1089	2108	ital1282
2534	Swedish	rain	rɛŋn	r ɛ ŋ n	273	rɛŋn	153 1121 801 107	2108	swed1254
2535	Catalan	rain	plɔuwɾə	p l ɔu w ɾ ə	919	'plɔuwɾə	291 554 922 462 66 1022	2108	stan1289
2536	Breton_ST	rain	glaw	ɡ l a w	1043	glaw	831 554 997 462	2108	bret1244
2537	Danish	rain	ʁɑjn	ʁ ɑ j n	273	ʁɑjn	739 952 570 107	2108	dani1285
2538	Dutch_List	rain	reɣənən	r e ɣ ə n ə n	273	'reɣənə(n)	153 1089 780 1022 107 1022 107	2108	dutc1256
2539	English	rain	reɪn	r eɪ n	273	reɪn	153 1108 107	2108	stan1293
2540	French	rain	pløvwaʀ	p l ø v w a ʀ	919	pløvwaʀ	291 554 1052 451 462 997 767	2108	stan1290
2541	Greek_Mod	rain	vro̞çi	v r o̞ ç i	1522	vro̞ˈçi	451 153 878 583 1076	2108	mode1248
2542	Marathi	rain	pauːs	p a uː s	1612	pau:s	291 997 860 89	2108	mara1378
2543	Polish	rain	dɛʃʧ	d ɛ ʃ tʃ	1206	dɛʃʧ	145 1121 683 651	2108	poli1260
2544	Portuguese_ST	rain	ʃuvɐ	ʃ u v ɐ	3078	ˈʃuvɐ	683 868 451 986	2108	port1283
2545	Russian	rain	doʒdʲ	d o ʒ dʲ	1206	doʒdʲ	145 887 685 129	2108	russ1263
2546	Spanish	rain	ʎuβja	ʎ u β j a	919	'ʎuβja	588 868 227 570 997	2108	stan1288
2547	Bihari	rain	bərsa	b ə r s a	1612	bərsa	257 1022 153 89 997	2108	mait1250
2548	Urdu	rain	bəɾsɑt̪	b ə ɾ s ɑ t̪	1612	bəɾsɑt̪, bɑɾɪʃ	257 1022 66 89 952 382	2108	urdu1245
2549	Oriya	rain	bɔrɔs	b ɔ r ɔ s	1612	bɔrɔs-	257 916 153 916 89	2108	oriy1255
2550	Czech	rain	dɛːʃtʲ	d ɛː ʃ tʲ	1206	dɛːʃtʲ	145 1117 683 115	2108	czec1258
#
2551	Armenian_Mod	red	kɑɾmiɾ	k ɑ ɾ m i ɾ	630	kɑɾˈmiɾ	838 952 66 241 1076 66	156	nucl1235
2552	Czech	red	ʧɛrvɛniː	tʃ ɛ r v ɛ n iː	1163	tʃɛrvɛniː	651 1121 153 451 1121 107 1068	156	czec1258
2553	Catalan	red	rɔʧ	r ɔ tʃ	274	rɔtʃ	153 916 651	156	stan1289
2554	German	red	roːt	r oː t	274	ro:t	153 880 120	156	stan1295
2555	Italian	red	rosso	r o sː o	274	'rosso	153 887 72 887	156	ital1282
2556	Swedish	red	røːd	r øː d	274	røːd	153 1050 145	156	swed1254
2557	Breton_ST	red	ryːs	r yː s	274	ry:s	153 1049 89	156	bret1244
2558	Danish	red	ʁoð	ʁ o ð	274	ʁoð	739 887 419	156	dani1285
2559	Dutch_List	red	rot	r o t	274	rot	153 887 120	156	dutc1256
2560	English	red	rɛd	r ɛ d	274	rɛd	153 1121 145	156	stan1293
2561	French	red	ʀuʒ	ʀ u ʒ	274	ʀuʒ	767 868 685	156	stan1290
2562	Greek_Mod	red	ko̞cino̞s	k o̞ c i n o̞ s	1523	ˈko̞ciˌno̞s	838 878 606 1076 107 878 89	156	mode1248
2563	Marathi	red	lal	l a l	805	lal	554 997 554	156	mara1378
2564	Polish	red	ʧɛrvɔnɨ	tʃ ɛ r v ɔ n ɨ	1163	ʧɛrˈvɔnɨ	651 1121 153 451 916 107 983	156	poli1260
2565	Portuguese_ST	red	vɨɾmɐjʎu	v ɨ ɾ m ɐ j ʎ u	920	vɨɾˈmɐjʎu	451 983 66 241 986 570 588 868	156	port1283
2566	Russian	red	krasnɨj	k r a s n ɨ j	2063	'krasnɨj	838 153 997 89 107 983 570	156	russ1263
2567	Spanish	red	roxo	r o x o	274	'roxo	153 887 778 887	156	stan1288
2568	Bihari	red	lal	l a l	805	lal	554 997 554	156	mait1250
2569	Oriya	red	rɔŋɡɔ	r ɔ ŋ ɡ ɔ	274	rɔŋɡɔ	153 916 801 831 916	156	oriy1255
2570	Oriya	red	laɭɔ	l a ɭ ɔ	805	laḷ(ɔ)	554 997 708 916	156	oriy1255
2571	Urdu	red	lɑl	l ɑ l	3508	lɑl	554 952 554	156	urdu1245
2572	Oriya	red	nali	n a l i	3509	nali	107 997 554 1076	156	oriy1255
2573	Marathi	red	tãmbdə	t ã m b d ə	3537	'tãmbdə	120 1014 241 257 145 1022	156	mara1378
2574	Urdu	red	sʊɾχ	s ʊ ɾ χ	3548	sʊɾχ	89 904 66 748	156	urdu1245
2575	Marathi	red	tãmbdə	t ã m b d ə	3631	'tãmbdə	120 1014 241 257 145 1022	156	mara1378
2576	Catalan	red	bəɾmɛʎ	b ə ɾ m ɛ ʎ	920	bəɾ'mɛʎ, vəɾ'mɛʎ; beɾ'meʎ, veɾ'meʎ	257 1022 66 241 1121 588	156	stan1289
#
2577	Czech	right	spraːvniː	s p r aː v n iː	1207	spraːvniː	89 291 153 1004 451 107 1068	1725	czec1258
2578	Catalan	right	rɛktə	r ɛ k t ə	275	rɛktə	153 1121 838 120 1022	1725	stan1289
2579	German	right	rɛçt	r ɛ ç t	275	rɛçt	153 1121 583 120	1725	stan1295
2580	Italian	right	dʒusto	d ʒ u s t o	2855	'dʒusto	145 685 868 89 120 887	1725	ital1282
2581	Swedish	right	rɛt	r ɛ t	275	rɛt	153 1121 120	1725	swed1254
2582	Breton_ST	right	rɛjs	r ɛ j s	275	rɛjs	153 1121 570 89	1725	bret1244
2583	Danish	right	ʁad̥ʰ	ʁ a d̥ʰ	275	ʁad̥ʰ	739 997 118	1725	dani1285
2584	Dutch_List	right	rɛχtmatəɣ	r ɛ χ t m a t ə ɣ	275	rɛχt'matəɣ	153 1121 748 120 241 997 120 1022 780	1725	dutc1256
2585	English	right	raɪt	r aɪ t	275	raɪt	153 1039 120	1725	stan1293
2586	French	right	ʒyst	ʒ y s t	2855	ʒyst	685 1047 89 120	1725	stan1290
2587	Portuguese_ST	right	diɾɐjtu	d i ɾ ɐ j t u	275	diˈɾɐjtu	145 1076 66 986 570 120 868	1725	port1283
2588	Russian	right	pravilʲnɨj	p r a v i lʲ n ɨ j	1207	'pravilʲnɨj	291 153 997 451 1076 546 107 983 570	1725	russ1263
2589	Bihari	right	ʈʰick	ʈʰ i c k	806	ʈhick	725 1076 606 838	1725	mait1250
2590	Oriya	right	sɔʈʰik	s ɔ ʈʰ i k	806	(sɔ)ṭhik	89 916 725 1076 838	1725	oriy1255
2591	Urdu	right	d̪ɾust	d̪ ɾ u s t	2851	d̪ɾust	371 66 868 89 120	1725	urdu1245
2592	Marathi	right	bəɾobəɾ	b ə ɾ o b ə ɾ	2853	bə'ɾobəɾ	257 1022 66 887 257 1022 66	1725	mara1378
2593	Urdu	right	ʈʰik	ʈʰ i k	806	ʈʰik	725 1076 838	1725	urdu1245
2594	Urdu	right	səhih	s ə h i h	3562	səhih	89 1022 405 1076 405	1725	urdu1245
2595	Greek_Mod	right	so̞sto̞s	s o̞ s t o̞ s	1524	so̞ˈsto̞s	89 878 89 120 878 89	1725	mode1248
2596	Dutch_List	right	rɛχt	r ɛ χ t	275	rɛχt	153 1121 748 120	1725	dutc1256
2597	Dutch_List	right	war	w a r	3567	war	462 997 153	1725	dutc1256
2598	Dutch_List	right	ɛχt	ɛ χ t	3569	ɛχt	1121 748 120	1725	dutc1256
2599	Catalan	right	dɾɛt	d ɾ ɛ t	275	dɾɛt	145 66 1121 120	1725	stan1289
2600	Catalan	right	ʒus	ʒ u s	2855	ʒus	685 868 89	1725	stan1289
2601	Marathi	right	kʰəɾə	kʰ ə ɾ ə	99	'kʰəɾə	820 1022 66 1022	1725	mara1378
2602	Marathi	right	jogjə	j o ɡ j ə	3637	'jogjə	570 887 831 570 1022	1725	mara1378
2603	Swedish	right	rɪktɪɡ	r ɪ k t ɪ ɡ	275	rɪktɪɡ	153 1110 838 120 1110 831	1725	swed1254
2604	Spanish	right	korekto	k o r e k t o	2856	ko'rekto	838 887 153 1089 838 120 887	1725	stan1288
2605	Portuguese_ST	right	kuʀɛtu	k u ʀ ɛ t u	2856	kuˈʀɛtu	838 868 767 1121 120 868	1725	port1283
2606	Catalan	right	kurektə	k u r e k t ə	2856	ku'rektə, ko'rɛkte	838 868 153 1089 838 120 1022	1725	stan1289
#
2607	Armenian_Mod	rightside	ɑʧʰ	ɑ tʃʰ	3359	ɑʧʰ	952 661	1019	nucl1235
2608	Czech	rightside	praviː	p r a v iː	1238	praviː	291 153 997 451 1068	1019	czec1258
2609	Catalan	rightside	dɾɛt	d ɾ ɛ t	276	dɾɛt	145 66 1121 120	1019	stan1289
2610	German	rightside	rɛçt	r ɛ ç t	276	rɛçt	153 1121 583 120	1019	stan1295
2611	Italian	rightside	dɛstro	d ɛ s t r o	542	'dɛstro	145 1121 89 120 153 887	1019	ital1282
2612	Swedish	rightside	høːgər	h øː ɡ ə r	1323	'hø:gər	405 1050 831 1022 153	1019	swed1254
2613	French	rightside	dʀwɑ	d ʀ w ɑ	276	dʀwɑ	145 767 462 952	1019	stan1290
2614	Marathi	rightside	udzwiː#badzuː	u d z w iː _ b a d z uː	3466	udz'wi: ba'dzu:	868 145 80 462 1068 1190 257 997 145 80 860	1019	mara1378
2615	Polish	rightside	pravɨ	p r a v ɨ	1238	ˈpravɨ	291 153 997 451 983	1019	poli1260
2616	Portuguese_ST	rightside	diɾejtɐ	d i ɾ e j t ɐ	276	diˈɾejtɐ	145 1076 66 1089 570 120 986	1019	port1283
2617	Russian	rightside	pravɨj	p r a v ɨ j	1238	'pravɨj	291 153 997 451 983 570	1019	russ1263
2618	Spanish	rightside	deɾeʧa	d e ɾ e tʃ a	276	de'ɾeʧa	145 1089 66 1089 651 997	1019	stan1288
2619	Danish	rightside	hʌjʁʌ	h ʌ j ʁ ʌ	1323	ˈhʌjʁʌ	405 960 570 739 960	1019	dani1285
2620	Dutch_List	rightside	rɛχts	r ɛ χ t s	276	rɛχts, 'rɛχtər	153 1121 748 120 89	1019	dutc1256
2621	English	rightside	raɪt	r aɪ t	276	raɪt	153 1039 120	1019	stan1293
2622	Breton_ST	rightside	deu	d eu	542	'deu	145 1135	1019	bret1244
2623	Bihari	rightside	dəhina	d ə h i n a	542	dəhina	145 1022 405 1076 107 997	1019	mait1250
2624	Oriya	rightside	ɖahanɔ	ɖ a h a n ɔ	542	ḍahanɔ	721 997 405 997 107 916	1019	oriy1255
