ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_COGNATE_CLASS	PARTIAL	PARTIALID	CLPA	CONCEPTICON_ID	GLOTTOLOG
536	Shexian	kitchen	ʦɔ³²⁴xa³⁵	ts ɔ ³²⁴ x a ³⁵	455	灶下	灶下	244 243	15 916 1160 778 997 1165	1365	hui1242
537	Beijing	kitchen	t͡ʂʰu³⁵fɑŋ³⁵	ʈʂʰ u ³⁵ f ɑ ŋ ³⁵	451	厨房	厨房	241 242	697 868 1165 452 952 801 1165	1365	mand1415
538	Kunming	kitchen	ʦɔ²¹²fᴀ̃³¹	ts ɔ ²¹² f ã ∼ ³¹	454	灶房	灶房	244 242	15 916 1153 452 1014 1191 1162	1365	mand1415
539	Shanghai	kitchen	ʦɔ³⁵pʰi⁵³ke⁵³	ts ɔ ³⁵ pʰ i ⁵³ k e ⁵³	459	灶披间	灶披间	244 251 248	15 916 1165 264 1076 1185 838 1089 1185	1365	wuch1236
#
784	Meixian	knee	ʦʰit¹tʰew¹¹hoŋ⁵³	tsʰ i t ¹ tʰ e w ¹¹ h o ŋ ⁵³	583	膝头项	膝头项	369 370 371	13 1076 120 1166 138 1089 462 1169 405 887 801 1185	1371	hakk1236
785	Changsha	knee	si²⁴təwku²⁴	s i ²⁴ t ə w ⁰ k u ²⁴	584	膝头骨	膝头骨	369 370 372	89 1076 1156 120 1022 462 1171 838 868 1156	1371	xian1251
786	Changsha	knee	kʰə²⁴si²⁴ku²⁴	kʰ ə ²⁴ s i ²⁴ k u ²⁴	590	髂膝骨	髂膝骨	373 369 372	820 1022 1156 89 1076 1156 838 868 1156	1371	xian1251
787	Guiyang	knee	kʰɛ²¹ɕi⁵⁵tʰəw²¹	kʰ ɛ ²¹ ɕ i ⁵⁵ tʰ ə w ²¹	591	克膝头	克膝头	374 369 370	820 1121 1152 204 1076 1189 138 1022 462 1152	1371	mand1415
788	Xiamen	knee	kʰa⁵⁵tʰaw³⁵u⁵⁵	kʰ a ⁵⁵ tʰ a w ³⁵ u ⁵⁵	593	骹头趺	骹头趺	375 370 376	820 997 1189 138 997 462 1165 868 1189	1371	minn1241
789	Hefei	knee	kʰɐʔ⁵ʨʰjəʔ⁵tʰɯ⁵⁵	kʰ ɐ ʔ ⁵ tɕʰ j ə ʔ ⁵ tʰ ɯ ⁵⁵	594	磕膝头	磕膝头	377 369 370	820 986 409 1183 199 570 1022 409 1183 138 944 1189	1371	mand1415
790	Jinan	knee	pə²¹³lə²¹³kɛr²¹	p ə ²¹³ l ə ²¹³ k ɛ r ²¹	595	波勒盖	波勒盖	378 379 380	291 1022 1154 554 1022 1154 838 1121 153 1152	1371	mand1415
791	Jinan	knee	pə²¹³la²¹³kɛr	p ə ²¹³ l a ²¹³ k ɛ r	596	波拉盖	波拉盖	378 381 380	291 1022 1154 554 997 1154 838 1121 153	1371	mand1415
792	Jinan	knee	kə²¹³la²¹³pɛr²¹	k ə ²¹³ l a ²¹³ p ɛ r ²¹	599	胳拉瓣儿	胳拉瓣	382 381 383	838 1022 1154 554 997 1154 291 1121 153 1152	1371	mand1415
793	Hangzhou	knee	ɕjəʔ⁵kʰo³³dej²¹³	ɕ j ə ʔ ⁵ kʰ o ³³ d e j ²¹³	586	膝髁头	膝髁头	369 384 370	204 570 1022 409 1183 820 887 1161 145 1089 570 1154	1371	wuch1236
794	Nanchang	knee	kʰjɛʔ⁵ɕiʔ⁵tʰɛw²⁴ʦɿ⁰⁴	kʰ j ɛ ʔ ⁵ ɕ i ʔ ⁵ tʰ ɛ w ²⁴ ts ɿ ⁰⁴	592	克膝头子	克膝头子	374 369 370 385	820 570 1121 409 1183 204 1076 409 1183 138 1121 462 1156 15 945 1173	1371	ganc1239
795	Chengdu	knee	kʰe³¹ɕi³¹tʰər³¹	kʰ e ³¹ ɕ i ³¹ tʰ ə r ³¹	594	磕膝头儿	磕膝头	377 369 370	820 1089 1162 204 1076 1162 138 1022 153 1162	1371	mand1415
796	Taoyuan	knee	kəʔ⁵⁴ti⁴⁵kʰwej¹¹	k ə ʔ ⁵⁴ t i ⁴⁵ kʰ w e j ¹¹	601	圪地跪	圪地跪	386 387 388	838 1022 409 1188 120 1076 1181 820 462 1089 570 1169	1371	hakk1236
797	Taoyuan	knee	kəʔ⁵⁴ʨʰjəʔ²kaj⁴⁵	k ə ʔ ⁵⁴ tɕʰ j ə ʔ ² k a j ⁴⁵	600	圪膝盖	圪膝盖	386 369 380	838 1022 409 1188 199 570 1022 409 1149 838 997 570 1181	1371	hakk1236
798	Shexian	knee	ʨja²¹si²¹tʰju⁴⁴	tɕ j a ²¹ s i ²¹ tʰ j u ⁴⁴	602	脚膝头	脚膝头	389 369 370	200 570 997 1152 89 1076 1152 138 570 868 1178	1371	hui1242
799	Beijing	knee	po⁵⁵ləŋ²kar⁵¹	p o ⁵⁵ l ə ŋ ² k a r ⁵¹	597	波棱盖儿	波棱盖	378 390 380	291 887 1189 554 1022 801 1149 838 997 153 1186	1371	mand1415
800	Kunming	knee	kʰə³¹ɕi³¹tʰəw³¹	kʰ ə ³¹ ɕ i ³¹ tʰ ə w ³¹	594	磕膝头	磕膝头	377 369 370	820 1022 1162 204 1076 1162 138 1022 462 1162	1371	mand1415
801	Shanghai	knee	ʨjaʔ⁵mø¹³dɤ¹³	tɕ j a ʔ ⁵ m ø ¹³ d ɤ ¹³	603	脚馒头	脚馒头	389 391 370	200 570 997 409 1183 241 1052 1168 145 947 1168	1371	wuch1236
802	Shanghai	knee	ɕjɪʔ⁵ke³⁵	ɕ j ɪ ʔ ⁵ k e ³⁵	585	膝盖	膝盖	369 380	204 570 1110 409 1183 838 1089 1165	1371	wuch1236
#
2011	Meixian	left	ʦo³¹pʰjen³¹	ts o ³¹ pʰ j e n ³¹	127	左片	左片	1117 1118	15 887 1162 264 570 1089 107 1162	244	hakk1236
2012	Changsha	left	ʦo⁴¹pjẽ³³	ts o ⁴¹ p j ẽ ∼ ³³	128	左边	左边	1117 1119	15 887 1177 291 570 1090 1191 1161	244	xian1251
2013	Guiyang	left	ʦo⁴²pjan⁵⁵	ts o ⁴² p j a n ⁵⁵	128	左边	左边	1117 1119	15 887 1175 291 570 997 107 1189	244	mand1415
2014	Xiamen	left	to²¹ʦʰju⁵³piŋ	t o ²¹ tsʰ j u ⁵³ p i ŋ	137	倒手爿	倒手爿	1120 1121 1122	120 887 1152 13 570 868 1185 291 1076 801	244	minn1241
2015	Xiamen	left	ʦo⁵³piŋ³⁵	ts o ⁵³ p i ŋ ³⁵	130	左爿	左爿	1117 1122	15 887 1185 291 1076 801 1165	244	minn1241
2016	Hefei	left	ʦʊ²⁴pʊ̃⁵³kə	ts ʊ ²⁴ p ʊ̃ ∼ ⁵³ k ə	132	左半个	左半个	1117 1123 1124	15 904 1156 291 905 1191 1185 838 1022	244	mand1415
2017	Jinan	left	ʦwə²¹pjɛr	ts w ə ²¹ p j ɛ r	128	左边儿	左边	1117 1119	15 462 1022 1152 291 570 1121 153	244	mand1415
2018	Hangzhou	left	ʦo⁵³pjᴇ̃³³	ts o ⁵³ p j ɛ̃ ∼ ³³	128	左边	左边	1117 1119	15 887 1185 291 570 1123 1191 1161	244	wuch1236
2019	Hangzhou	left	ʨi⁴⁴⁵sej⁵³pjᴇ̃³³	tɕ i ⁴⁴⁵ s e j ⁵³ p j ɛ̃ ∼ ³³	138	借手边	借手边	1125 1121 1119	200 1076 1180 89 1089 570 1185 291 570 1123 1191 1161	244	wuch1236
2020	Guangzhou	left	ʦɔ³⁵pin²²	ts ɔ ³⁵ p i n ²²	134	左便	左便	1117 1126	15 916 1165 291 1076 107 1150	244	yuec1235
2021	Nanchang	left	ʦo²¹³pjɛn⁰⁴	ts o ²¹³ p j ɛ n ⁰⁴	128	左边	左边	1117 1119	15 887 1154 291 570 1121 107 1173	244	ganc1239
2022	Nanchang	left	ʦo²¹³sɨw⁰⁴	ts o ²¹³ s ɨ w ⁰⁴	135	左首	左首	1117 1127	15 887 1154 89 983 462 1173	244	ganc1239
2023	Chengdu	left	ʦo⁵³pjan⁵⁵	ts o ⁵³ p j a n ⁵⁵	128	左边	左边	1117 1119	15 887 1185 291 570 997 107 1189	244	mand1415
2024	Chengdu	left	ʦo⁵³mjan¹³	ts o ⁵³ m j a n ¹³	136	左面	左面	1117 1128	15 887 1185 241 570 997 107 1168	244	mand1415
2025	Taoyuan	left	ʦɤ⁵³pæ̃⁴⁵ʨʰjəʔ²	ts ɤ ⁵³ p æ̃ ∼ ⁴⁵ tɕʰ j ə ʔ ²	133	左半切	左半切	1117 1123 1129	15 947 1185 291 1086 1191 1181 199 570 1022 409 1149	244	hakk1236
2026	Taoyuan	left	ʦɤ⁵³mjar⁴⁵	ts ɤ ⁵³ m j a r ⁴⁵	136	左面儿	左面	1117 1128	15 947 1185 241 570 997 153 1181	244	hakk1236
2027	Shexian	left	fɛ³⁵pe³¹	f ɛ ³⁵ p e ³¹	139	反边	反边	1130 1119	452 1121 1165 291 1089 1162	244	hui1242
2028	Shexian	left	tʰo²²pe³¹	tʰ o ²² p e ³¹	140	大边	大边	1131 1119	138 887 1150 291 1089 1162	244	hui1242
2029	Beijing	left	ʦwo²¹⁴pjar⁴	ts w o ²¹⁴ p j a r ⁴	128	左边儿	左边	1117 1119	15 462 887 1155 291 570 997 153 1174	244	mand1415
2030	Kunming	left	ʦo⁵³ʂəw⁵³pjɛ̃⁴⁴	ts o ⁵³ ʂ ə w ⁵³ p j ɛ̃ ∼ ⁴⁴	129	左手边	左手边	1117 1121 1119	15 887 1185 705 1022 462 1185 291 570 1123 1191 1178	244	mand1415
2031	Shanghai	left	ʦu³⁵mi¹³	ts u ³⁵ m i ¹³	136	左面	左面	1117 1128	15 868 1165 241 1076 1168	244	wuch1236
2032	Shanghai	left	ʦu³⁵pø³⁵ba¹³	ts u ³⁵ p ø ³⁵ b a ¹³	131	左半爿	左半爿	1117 1123 1122	15 868 1165 291 1052 1165 257 997 1168	244	wuch1236
#
688	Meixian	left hand	ʦo³¹su³¹	ts o ³¹ s u ³¹	541	左手	左手	323 324	15 887 1162 89 868 1162	2182	hakk1236
689	Changsha	left hand	ʦo⁴¹ʂəw⁴¹	ts o ⁴¹ ʂ ə w ⁴¹	541	左手	左手	323 324	15 887 1177 705 1022 462 1177	2182	xian1251
690	Changsha	left hand	ʦo⁴¹ʂəw⁴¹ʦɿ	ts o ⁴¹ ʂ ə w ⁴¹ ts ɿ	542	左手子	左手子	323 324 325	15 887 1177 705 1022 462 1177 15 945	2182	xian1251
691	Guiyang	left hand	ʦo⁴²səw⁴²	ts o ⁴² s ə w ⁴²	541	左手	左手	323 324	15 887 1175 89 1022 462 1175	2182	mand1415
692	Guiyang	left hand	fan⁴²səw⁴²	f a n ⁴² s ə w ⁴²	545	反手	反手	326 324	452 997 107 1175 89 1022 462 1175	2182	mand1415
693	Xiamen	left hand	to²¹ʦʰju	t o ²¹ tsʰ j u	546	倒手	倒手	327 324	120 887 1152 13 570 868	2182	minn1241
694	Xiamen	left hand	ʦo⁵³ʦʰju⁵³	ts o ⁵³ tsʰ j u ⁵³	541	左手	左手	323 324	15 887 1185 13 570 868 1185	2182	minn1241
695	Hefei	left hand	ʦʊ²⁴ʂɯ²⁴	ts ʊ ²⁴ ʂ ɯ ²⁴	541	左手	左手	323 324	15 904 1156 705 944 1156	2182	mand1415
696	Jinan	left hand	ʦwə²¹ʂow⁵⁵	ts w ə ²¹ ʂ o w ⁵⁵	541	左手	左手	323 324	15 462 1022 1152 705 887 462 1189	2182	mand1415
697	Hangzhou	left hand	ʨi⁴⁴⁵sej	tɕ i ⁴⁴⁵ s e j	547	借手	借手	328 324	200 1076 1180 89 1089 570	2182	wuch1236
698	Hangzhou	left hand	ɕjɔ⁵³sej⁵³	ɕ j ɔ ⁵³ s e j ⁵³	548	小手	小手	329 324	204 570 916 1185 89 1089 570 1185	2182	wuch1236
699	Guangzhou	left hand	ʦɔ³⁵sɐw³⁵	ts ɔ ³⁵ s ɐ w ³⁵	541	左手	左手	323 324	15 916 1165 89 986 462 1165	2182	yuec1235
700	Nanchang	left hand	ʦo²¹³sɨw²¹³	ts o ²¹³ s ɨ w ²¹³	541	左手	左手	323 324	15 887 1154 89 983 462 1154	2182	ganc1239
701	Chengdu	left hand	ʦo⁵³səw	ts o ⁵³ s ə w	541	左手	左手	323 324	15 887 1185 89 1022 462	2182	mand1415
702	Chengdu	left hand	ʦo⁵³kwa⁵³kwa⁵³	ts o ⁵³ k w a ⁵³ k w a ⁵³	543	左刮刮	左刮刮	323 330 330	15 887 1185 838 462 997 1185 838 462 997 1185	2182	mand1415
703	Chengdu	left hand	ʦo⁵³kwaj⁵³kwaj⁵³	ts o ⁵³ k w a j ⁵³ k w a j ⁵³	544	左拐拐	左拐拐	323 331 331	15 887 1185 838 462 997 570 1185 838 462 997 570 1185	2182	mand1415
704	Chengdu	left hand	fan⁵³səw⁵³	f a n ⁵³ s ə w ⁵³	545	反手	反手	326 324	452 997 107 1185 89 1022 462 1185	2182	mand1415
705	Taoyuan	left hand	ʦɤ⁵³səw⁵³	ts ɤ ⁵³ s ə w ⁵³	541	左手	左手	323 324	15 947 1185 89 1022 462 1185	2182	hakk1236
706	Shexian	left hand	fɛ³⁵ɕju³⁵	f ɛ ³⁵ ɕ j u ³⁵	545	反手	反手	326 324	452 1121 1165 204 570 868 1165	2182	hui1242
707	Beijing	left hand	ʦwo²¹⁴ʂow²¹⁴	ts w o ²¹⁴ ʂ o w ²¹⁴	541	左手	左手	323 324	15 462 887 1155 705 887 462 1155	2182	mand1415
708	Kunming	left hand	ʦo⁵³ʂəw⁵³	ts o ⁵³ ʂ ə w ⁵³	541	左手	左手	323 324	15 887 1185 705 1022 462 1185	2182	mand1415
709	Shanghai	left hand	ʦu³⁵sɤ³⁵	ts u ³⁵ s ɤ ³⁵	541	左手	左手	323 324	15 868 1165 89 947 1165	2182	wuch1236
#
803	Meixian	leg	kjok¹hoŋ⁵³	k j o k ¹ h o ŋ ⁵³	606	脚项	脚项	392 393	838 570 887 838 1166 405 887 801 1185	1297	hakk1236
804	Changsha	leg	tʰej⁴¹pa⁵⁵ʦɿ	tʰ e j ⁴¹ p a ⁵⁵ ts ɿ	611	腿把子	腿把子	394 395 396	138 1089 570 1177 291 997 1189 15 945	1297	xian1251
805	Guiyang	leg	pa²¹³tʰwej⁴²	p a ²¹³ tʰ w e j ⁴²	614	罢腿	罢腿	397 394	291 997 1154 138 462 1089 570 1175	1297	mand1415
806	Xiamen	leg	kʰa⁵⁵tʰwi⁵³	kʰ a ⁵⁵ tʰ w i ⁵³	615	骹腿	骹腿	398 394	820 997 1189 138 462 1076 1185	1297	minn1241
807	Xiamen	leg	tʰwi⁵³	tʰ w i ⁵³	609	腿	腿	394	138 462 1076 1185	1297	minn1241
808	Hefei	leg	tʰe²⁴	tʰ e ²⁴	609	腿	腿	394	138 1089 1156	1297	mand1415
809	Jinan	leg	tʰwej⁵⁵	tʰ w e j ⁵⁵	609	腿	腿	394	138 462 1089 570 1189	1297	mand1415
810	Hangzhou	leg	ʨjɑʔ⁵pʰɑŋ⁵³	tɕ j ɑ ʔ ⁵ pʰ ɑ ŋ ⁵³	607	脚膀	脚膀	392 399	200 570 952 409 1183 264 952 801 1185	1297	wuch1236
811	Guangzhou	leg	kœk³	k œ k ³	605	脚	脚	392	838 1059 838 1158	1297	yuec1235
812	Guangzhou	leg	taj²²pej³⁵	t a j ²² p e j ³⁵	621	大髀	大髀	400 401	120 997 570 1150 291 1089 570 1165	1297	yuec1235
813	Nanchang	leg	ʨjɔʔ⁵	tɕ j ɔ ʔ ⁵	605	脚	脚	392	200 570 916 409 1183	1297	ganc1239
814	Chengdu	leg	tʰwej	tʰ w e j	609	腿	腿	394	138 462 1089 570	1297	mand1415
815	Chengdu	leg	tʰwej⁵³tʰwər⁵³	tʰ w e j ⁵³ tʰ w ə r ⁵³	610	腿腿儿	腿腿	394 394	138 462 1089 570 1185 138 462 1022 153 1185	1297	mand1415
816	Chengdu	leg	tʰwej⁵³kan⁵³	tʰ w e j ⁵³ k a n ⁵³	612	腿杆	腿杆	394 402	138 462 1089 570 1185 838 997 107 1185	1297	mand1415
817	Taoyuan	leg	tʰwej⁵³	tʰ w e j ⁵³	609	腿	腿	394	138 462 1089 570 1185	1297	hakk1236
818	Shexian	leg	ʨja²¹kwɛ³⁵	tɕ j a ²¹ k w ɛ ³⁵	612	腿杆	腿杆	394 402	200 570 997 1152 838 462 1121 1165	1297	hui1242
819	Shexian	leg	tʰo²²tʰɛ³⁵	tʰ o ²² tʰ ɛ ³⁵	620	大腿	大腿	400 394	138 887 1150 138 1121 1165	1297	hui1242
820	Beijing	leg	tʰwej²¹⁴	tʰ w e j ²¹⁴	609	腿	腿	394	138 462 1089 570 1155	1297	mand1415
821	Kunming	leg	tʰwej⁵³tu²¹²pɔ⁴⁴	tʰ w e j ⁵³ t u ²¹² p ɔ ⁴⁴	613	腿肚包	腿肚包	394 403 404	138 462 1089 570 1185 120 868 1153 291 916 1178	1297	mand1415
822	Kunming	leg	ʨjo³¹kə³¹	tɕ j o ³¹ k ə ³¹	608	脚杆儿	脚杆	392 402	200 570 887 1162 838 1022 1162	1297	mand1415
823	Shanghai	leg	ʨjaʔ⁵pʰɑ̃³⁵	tɕ j a ʔ ⁵ pʰ ɑ̃ ∼ ³⁵	607	脚膀	脚膀	392 399	200 570 997 409 1183 264 951 1191 1165	1297	wuch1236
#
2323	Meixian	long	ʦʰoŋ¹¹	tsʰ o ŋ ¹¹	219	长	长	1207	13 887 801 1169	1203	hakk1236
2324	Changsha	long	t͡ʂan¹³	ʈʂ a n ¹³	219	长	长	1207	699 997 107 1168	1203	xian1251
2325	Guiyang	long	ʦʰaŋ²¹	tsʰ a ŋ ²¹	219	长	长	1207	13 997 801 1152	1203	mand1415
2326	Xiamen	long	tŋ̍	t ŋ̍	219	长	长	1207	120 798	1203	minn1241
2327	Hefei	long	tʰɑ̃⁵⁵	tʰ ɑ̃ ∼ ⁵⁵	219	长	长	1207	138 951 1191 1189	1203	mand1415
2328	Jinan	long	t͡ʂʰaŋ⁴²	ʈʂʰ a ŋ ⁴²	219	长	长	1207	697 997 801 1175	1203	mand1415
2329	Hangzhou	long	ʣɑŋ²¹³	dz ɑ ŋ ²¹³	219	长	长	1207	20 952 801 1154	1203	wuch1236
2330	Guangzhou	long	ʦʰœŋ²¹	tsʰ œ ŋ ²¹	219	长	长	1207	13 1059 801 1152	1203	yuec1235
2331	Nanchang	long	ʦʰɔŋ²⁴	tsʰ ɔ ŋ ²⁴	219	长	长	1207	13 916 801 1156	1203	ganc1239
2332	Chengdu	long	ʦʰaŋ³¹	tsʰ a ŋ ³¹	219	长	长	1207	13 997 801 1162	1203	mand1415
2333	Taoyuan	long	ʦʰɒ̃¹¹	tsʰ ɒ̃ ∼ ¹¹	219	长	长	1207	13 902 1191 1169	1203	hakk1236
2334	Shexian	long	ʨʰja⁴⁴	tɕʰ j a ⁴⁴	219	长	长	1207	199 570 997 1178	1203	hui1242
2335	Beijing	long	t͡ʂʰɑŋ³⁵	ʈʂʰ ɑ ŋ ³⁵	219	长	长	1207	697 952 801 1165	1203	mand1415
2336	Kunming	long	t͡ʂʰᴀ̃³¹	ʈʂʰ ã ∼ ³¹	219	长	长	1207	697 1014 1191 1162	1203	mand1415
2337	Shanghai	long	zã¹³	z ã ∼ ¹³	219	长	长	1207	80 1014 1191 1168	1203	wuch1236
#
1027	Meixian	lunch	sət⁵ʦu⁵³	s ə t ⁵ ts u ⁵³	737	食昼	食昼	522 523	89 1022 120 1183 15 868 1185	768	hakk1236
1028	Changsha	lunch	t͡ʂoŋ³³fan¹¹	ʈʂ o ŋ ³³ f a n ¹¹	739	中饭	中饭	524 525	699 887 801 1161 452 997 107 1169	768	xian1251
1029	Guiyang	lunch	ʦoŋ⁵⁵u⁴²fan²¹³	ts o ŋ ⁵⁵ u ⁴² f a n ²¹³	740	中午饭	中午饭	524 526 525	15 887 801 1189 868 1175 452 997 107 1154	768	mand1415
1030	Xiamen	lunch	e²²taw²¹tŋ̍	e ²² t a w ²¹ t ŋ̍	743	下昼顿	下昼顿	527 523 528	1089 1150 120 997 462 1152 120 798	768	minn1241
1031	Xiamen	lunch	ŋɔ⁵³ʦʰan⁵⁵	ŋ ɔ ⁵³ tsʰ a n ⁵⁵	742	午餐	午餐	526 529	801 916 1185 13 997 107 1189	768	minn1241
1032	Hefei	lunch	t͡ʂəŋ²¹fæ̃⁵³	ʈʂ ə ŋ ²¹ f æ̃ ∼ ⁵³	739	中饭	中饭	524 525	699 1022 801 1152 452 1086 1191 1185	768	mand1415
1033	Jinan	lunch	ʂaŋ⁵⁵ufã²¹	ʂ a ŋ ⁵⁵ u ⁰ f ã ∼ ²¹	747	晌午饭	晌午饭	530 526 525	705 997 801 1189 868 1171 452 1014 1191 1152	768	mand1415
1034	Hangzhou	lunch	ʦoŋ³³vᴇ̃¹³	ts o ŋ ³³ v ɛ̃ ∼ ¹³	739	中饭	中饭	524 525	15 887 801 1161 451 1123 1191 1168	768	wuch1236
1035	Guangzhou	lunch	ŋ̍²³ʦʰan⁵⁵	ŋ̍ ²³ tsʰ a n ⁵⁵	742	午餐	午餐	526 529	798 1151 13 997 107 1189	768	yuec1235
1036	Guangzhou	lunch	ʦoŋ⁵³ŋ̍²³fan²²	ts o ŋ ⁵³ ŋ̍ ²³ f a n ²²	740	中午饭	中午饭	524 526 525	15 887 801 1185 798 1151 452 997 107 1150	768	yuec1235
1037	Nanchang	lunch	ʦuŋ⁴²fan²¹	ts u ŋ ⁴² f a n ²¹	739	中饭	中饭	524 525	15 868 801 1175 452 997 107 1152	768	ganc1239
1038	Nanchang	lunch	ʨju⁴⁵fan²¹	tɕ j u ⁴⁵ f a n ²¹	738	昼饭	昼饭	523 525	200 570 868 1181 452 997 107 1152	768	ganc1239
1039	Chengdu	lunch	u⁵³fan¹³	u ⁵³ f a n ¹³	741	午饭	午饭	526 525	868 1185 452 997 107 1168	768	mand1415
1040	Taoyuan	lunch	sɒ̃⁵³vu⁵³fæ̃⁴⁵	s ɒ̃ ∼ ⁵³ v u ⁵³ f æ̃ ∼ ⁴⁵	747	晌午饭	晌午饭	530 526 525	89 902 1191 1185 451 868 1185 452 1086 1191 1181	768	hakk1236
1041	Shexian	lunch	ʦʌ̃³¹fɛ²²	ts ʌ̃ ∼ ³¹ f ɛ ²²	739	中饭	中饭	524 525	15 957 1191 1162 452 1121 1150	768	hui1242
1042	Beijing	lunch	ʂɑŋ²¹⁴u³fan⁵¹	ʂ ɑ ŋ ²¹⁴ u ³ f a n ⁵¹	747	晌午饭	晌午饭	530 526 525	705 952 801 1155 868 1158 452 997 107 1186	768	mand1415
1043	Kunming	lunch	ʦɔ⁵³fᴀ̃²¹²	ts ɔ ⁵³ f ã ∼ ²¹²	748	早饭	早饭	531 525	15 916 1185 452 1014 1191 1153	768	mand1415
1044	Shanghai	lunch	ʦoŋ⁵³ve¹³	ts o ŋ ⁵³ v e ¹³	739	中饭	中饭	524 525	15 887 801 1185 451 1089 1168	768	wuch1236
#
1164	Meixian	man	nam¹¹meŋin¹¹	n a m ¹¹ m e ⁰ ŋ i n ¹¹	791	男儿人	男儿人	575 576 577	107 997 241 1169 241 1089 1171 801 1076 107 1169	1554	hakk1236
1165	Changsha	man	lan¹³ʐən¹³	l a n ¹³ ʐ ə n ¹³	792	男人	男人	575 577	554 997 107 1168 706 1022 107 1168	1554	xian1251
1166	Changsha	man	lan¹³ti	l a n ¹³ t i	794	男的	男的	575 578	554 997 107 1168 120 1076	1554	xian1251
1167	Changsha	man	lan¹³ʐən¹³ka	l a n ¹³ ʐ ə n ¹³ k a	793	男人家	男人家	575 577 579	554 997 107 1168 706 1022 107 1168 838 997	1554	xian1251
1168	Guiyang	man	lan²¹lɛ⁵⁵	l a n ²¹ l ɛ ⁵⁵	794	男的	男的	575 578	554 997 107 1152 554 1121 1189	1554	mand1415
1169	Guiyang	man	lan²¹sen⁵⁵	l a n ²¹ s e n ⁵⁵	795	男生	男生	575 580	554 997 107 1152 89 1089 107 1189	1554	mand1415
1170	Xiamen	man	ta²²pɔ	t a ²² p ɔ	799	丈夫	丈夫	581 582	120 997 1150 291 916	1554	minn1241
1171	Xiamen	man	lam³⁵e	l a m ³⁵ e	794	男的	男的	575 578	554 997 241 1165 1089	1554	minn1241
1172	Hefei	man	læ̃⁵⁵tjəʔ	l æ̃ ∼ ⁵⁵ t j ə ʔ	794	男的	男的	575 578	554 1086 1191 1189 120 570 1022 409	1554	mand1415
1173	Hefei	man	lɔ²⁴tjəʔmən	l ɔ ²⁴ t j ə ʔ ⁰ m ə n	800	老的们	老的们	583 578 584	554 916 1156 120 570 1022 409 1171 241 1022 107	1554	mand1415
1174	Jinan	man	nã⁴²ʐẽ⁴²	n ã ∼ ⁴² ʐ ẽ ∼ ⁴²	792	男人	男人	575 577	107 1014 1191 1175 706 1090 1191 1175	1554	mand1415
1175	Jinan	man	nã⁴²ti	n ã ∼ ⁴² t i	794	男的	男的	575 578	107 1014 1191 1175 120 1076	1554	mand1415
1176	Jinan	man	jə⁴²mer	j ə ⁴² m e r	801	爷们儿	爷们	585 584	570 1022 1175 241 1089 153	1554	mand1415
1177	Hangzhou	man	nᴇ̃²¹³zen²¹³ʨjɑ³³	n ɛ̃ ∼ ²¹³ z e n ²¹³ tɕ j ɑ ³³	793	男人家	男人家	575 577 579	107 1123 1191 1154 80 1089 107 1154 200 570 952 1161	1554	wuch1236
1178	Guangzhou	man	nam²¹jɐn²¹	n a m ²¹ j ɐ n ²¹	792	男人	男人	575 577	107 997 241 1152 570 986 107 1152	1554	yuec1235
1179	Nanchang	man	lan⁴⁵ko⁰⁴	l a n ⁴⁵ k o ⁰⁴	796	男个	男个	575 586	554 997 107 1181 838 887 1173	1554	ganc1239
1180	Nanchang	man	lan⁴⁵kʰɑʔ⁰⁴fo⁰⁴li⁰⁴	l a n ⁴⁵ kʰ ɑ ʔ ⁰⁴ f o ⁰⁴ l i ⁰⁴	797	男客火里	男客火里	575 587 588 589	554 997 107 1181 820 952 409 1173 452 887 1173 554 1076 1173	1554	ganc1239
1181	Chengdu	man	nan³¹zən³¹	n a n ³¹ z ə n ³¹	792	男人	男人	575 577	107 997 107 1162 80 1022 107 1162	1554	mand1415
1182	Chengdu	man	nan³¹ni⁵⁵	n a n ³¹ n i ⁵⁵	794	男的	男的	575 578	107 997 107 1162 107 1076 1189	1554	mand1415
1183	Chengdu	man	nan³¹zən³¹ʨja⁵⁵	n a n ³¹ z ə n ³¹ tɕ j a ⁵⁵	793	男人家	男人家	575 577 579	107 997 107 1162 80 1022 107 1162 200 570 997 1189	1554	mand1415
1184	Taoyuan	man	næ̃¹¹təʔ	n æ̃ ∼ ¹¹ t ə ʔ	794	男的	男的	575 578	107 1086 1191 1169 120 1022 409	1554	hakk1236
1185	Taoyuan	man	næ̃¹¹zəŋ¹¹ʨja¹¹	n æ̃ ∼ ¹¹ z ə ŋ ¹¹ tɕ j a ¹¹	793	男人家	男人家	575 577 579	107 1086 1191 1169 80 1022 801 1169 200 570 997 1169	1554	hakk1236
1186	Shexian	man	kwɛ³¹kʰɛʔ²¹	k w ɛ ³¹ kʰ ɛ ʔ ²¹	804	官客	官客	590 587	838 462 1121 1162 820 1121 409 1152	1554	hui1242
1187	Shexian	man	kwɛ³¹ɛ	k w ɛ ³¹ ɛ	806	官唉	官唉	590 591	838 462 1121 1162 1121	1554	hui1242
1188	Shexian	man	kwɛ³¹kʰɛʔ²¹ka	k w ɛ ³¹ kʰ ɛ ʔ ²¹ k a	805	官客家	官客家	590 587 579	838 462 1121 1162 820 1121 409 1152 838 997	1554	hui1242
