ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA	CONCEPTICON_ID	GLOTTOLOG
1324	Sado	guts	harawata	h a r a w a t a	303	405 997 153 997 462 997 120 997	1334	sado1237
1325	Oki	guts	harawata	h a r a w a t a	303	405 997 153 997 462 997 120 997	1334	
1326	Kagoshima	guts	zuzuwata	z u z u w a t a	303	80 868 80 868 462 997 120 997	1334	kyus1238
#
361	Miyako	hair	p͡sɨgi	ps ɨ ɡ i	88	294 983 831 1076	1040	miya1259
362	Tōkyō	hair	ke	k e	89	838 1089	1040	toky1238
363	Amami	hair	higi	h i ɡ i	88	405 1076 831 1076	1040	naze1238
364	Kyōto	hair	keː	k eː	89	838 1091	1040	kyot1238
365	Hachijō	hair	kiː	k iː	89	838 1068	1040	hach1238
366	Shuri	hair	kiː	k iː	89	838 1068	1040	shur1243
367	Kōchi	hair	ke	k e	89	838 1089	1040	shik1243
368	Sado	hair	ke	k e	89	838 1089	1040	sado1237
369	Oki	hair	ke	k e	89	838 1089	1040	
370	Kagoshima	hair	kei	k ei	89	838 1107	1040	kyus1238
371	Hachijō	hair	kebuɕo	k e b u ɕ o	89	838 1089 257 868 204 887	1040	hach1238
#
472	Miyako	hand	tiː	t iː	110	120 1068	1277	miya1259
473	Tōkyō	hand	te	t e	110	120 1089	1277	toky1238
474	Amami	hand	θɨ	θ ɨ	110	417 983	1277	naze1238
475	Kyōto	hand	teː	t eː	110	120 1091	1277	kyot1238
476	Hachijō	hand	te	t e	110	120 1089	1277	hach1238
477	Shuri	hand	tiː	t iː	110	120 1068	1277	shur1243
478	Kōchi	hand	te	t e	110	120 1089	1277	shik1243
479	Sado	hand	te	t e	110	120 1089	1277	sado1237
480	Oki	hand	te	t e	110	120 1089	1277	
481	Kagoshima	hand	te	t e	110	120 1089	1277	kyus1238
#
1010	Miyako	he	kanup͡sɨtu	k a n u ps ɨ t u	231	838 997 107 868 294 983 120 868	1211	miya1259
1011	Tōkyō	he	anohito	a n o h i t o	230	997 107 887 405 1076 120 887	1211	toky1238
1012	Amami	he	ʔaɴʨu	ʔ a ɴ tɕ u	230	409 997 751 200 868	1211	naze1238
1013	Kyōto	he	anohito	a n o h i t o	230	997 107 887 405 1076 120 887	1211	kyot1238
1014	Hachijō	he	ora	o r a	229	887 153 997	1211	hach1238
1015	Shuri	he	ʔanuʦːu	ʔ a n u tːs u	230	409 997 107 868 26 868	1211	shur1243
1016	Kōchi	he	anohito	a n o h i t o	230	997 107 887 405 1076 120 887	1211	shik1243
1017	Sado	he	anohito	a n o h i t o	230	997 107 887 405 1076 120 887	1211	sado1237
1018	Oki	he	are	a r e	230	997 153 1089	1211	
1019	Kagoshima	he	aiː	a iː	230	997 1068	1211	kyus1238
#
372	Miyako	head	kanamaɭ	k a n a m a ɭ	94	838 997 107 997 241 997 708	1256	miya1259
373	Tōkyō	head	atama	a t a m a	91	997 120 997 241 997	1256	toky1238
374	Amami	head	xamaʨi	x a m a tɕ i	93	778 997 241 997 200 1076	1256	naze1238
375	Kyōto	head	atama	a t a m a	91	997 120 997 241 997	1256	kyot1238
376	Hachijō	head	ʦuburi	ts u b u r i	90	15 868 257 868 153 1076	1256	hach1238
377	Shuri	head	ɕiburu	ɕ i b u r u	90	204 1076 257 868 153 868	1256	shur1243
378	Kōchi	head	atama	a t a m a	91	997 120 997 241 997	1256	shik1243
379	Sado	head	atama	a t a m a	91	997 120 997 241 997	1256	sado1237
380	Oki	head	atama	a t a m a	91	997 120 997 241 997	1256	
381	Kagoshima	head	biɴta	b i ɴ t a	92	257 1076 751 120 997	1256	kyus1238
#
570	Miyako	hear	ʦɨfu	ts ɨ f u	132	15 983 452 868	1408	miya1259
571	Tōkyō	hear	kiku	k i k u	132	838 1076 838 868	1408	toky1238
572	Amami	hear	kikʲuri	k i kʲ u r i	132	838 1076 837 868 153 1076	1408	naze1238
573	Kyōto	hear	kiku	k i k u	132	838 1076 838 868	1408	kyot1238
574	Hachijō	hear	kiku	k i k u	132	838 1076 838 868	1408	hach1238
575	Shuri	hear	ʨiʦuɴ	tɕ i ts u ɴ	132	200 1076 15 868 751	1408	shur1243
576	Kōchi	hear	kiku	k i k u	132	838 1076 838 868	1408	shik1243
577	Sado	hear	kiku	k i k u	132	838 1076 838 868	1408	sado1237
578	Oki	hear	kiku	k i k u	132	838 1076 838 868	1408	
579	Kagoshima	hear	kiː	k iː	132	838 1068	1408	kyus1238
#
512	Tōkyō	heart	siɴzoː	s i ɴ z oː	118	89 1076 751 80 880	1223	toky1238
513	Amami	heart	siɴdo	s i ɴ d o	118	89 1076 751 145 887	1223	naze1238
514	Kyōto	heart	siɴzoː	s i ɴ z oː	118	89 1076 751 80 880	1223	kyot1238
515	Hachijō	heart	siɴzoː	s i ɴ z oː	118	89 1076 751 80 880	1223	hach1238
516	Shuri	heart	ʨimu	tɕ i m u	117	200 1076 241 868	1223	shur1243
517	Kōchi	heart	kimo	k i m o	117	838 1076 241 887	1223	shik1243
518	Sado	heart	siɴzoː	s i ɴ z oː	118	89 1076 751 80 880	1223	sado1237
519	Oki	heart	siɴzoː	s i ɴ z oː	118	89 1076 751 80 880	1223	
520	Kagoshima	heart	siɴizoː	s i ɴ i z oː	118	89 1076 751 1076 80 880	1223	kyus1238
#
1591	Miyako	heavy	ivu	i v u	361	1076 451 868	1210	miya1259
1592	Tōkyō	heavy	omoi	o m oi	361	887 241 935	1210	toky1238
1593	Amami	heavy	ʔubusari	ʔ u b u s a r i	361	409 868 257 868 89 997 153 1076	1210	naze1238
1594	Kyōto	heavy	omotai	o m o t ai	361	887 241 887 120 1037	1210	kyot1238
1595	Hachijō	heavy	omokʲa	o m o kʲ a	361	887 241 887 837 997	1210	hach1238
1596	Shuri	heavy	ʔɴbusaɴ	ʔ ɴ b u s a ɴ	361	409 751 257 868 89 997 751	1210	shur1243
1597	Kōchi	heavy	omotai	o m o t ai	361	887 241 887 120 1037	1210	shik1243
1598	Sado	heavy	omoi	o m oi	361	887 241 935	1210	sado1237
1599	Oki	heavy	omeː	o m eː	361	887 241 1091	1210	
1600	Kagoshima	heavy	oimi	oi m i	361	935 241 1076	1210	kyus1238
#
1060	Miyako	here	koman	k o m a n	244	838 887 241 997 107	136	miya1259
1061	Tōkyō	here	koko	k o k o	245	838 887 838 887	136	toky1238
1062	Amami	here	xuma	x u m a	244	778 868 241 997	136	naze1238
1063	Kyōto	here	koko	k o k o	245	838 887 838 887	136	kyot1238
1064	Hachijō	here	koko	k o k o	245	838 887 838 887	136	hach1238
1065	Shuri	here	kuma	k u m a	244	838 868 241 997	136	shur1243
1066	Kōchi	here	koko	k o k o	245	838 887 838 887	136	shik1243
1067	Sado	here	koko	k o k o	245	838 887 838 887	136	sado1237
1068	Oki	here	koko	k o k o	245	838 887 838 887	136	
1069	Kagoshima	here	koko	k o k o	245	838 887 838 887	136	kyus1238
#
1750	Miyako	hit	uʦɨ	u ts ɨ	411	868 15 983	1433	miya1259
1751	Tōkyō	hit	naŋuru	n a ŋ u r u	406	107 997 801 868 153 868	1433	toky1238
1752	Amami	hit	ʔuθuri	ʔ u θ u r i	410	409 868 417 868 153 1076	1433	naze1238
1753	Kyōto	hit	doʦuku	d o ts u k u	407	145 887 15 868 838 868	1433	kyot1238
1754	Hachijō	hit	naguru	n a ɡ u r u	406	107 997 831 868 153 868	1433	hach1238
1755	Shuri	hit	ʔuʦuɴ	ʔ u ts u ɴ	410	409 868 15 868 751	1433	shur1243
1756	Kōchi	hit	tataku	t a t a k u	408	120 997 120 997 838 868	1433	shik1243
1757	Sado	hit	naguru	n a ɡ u r u	406	107 997 831 868 153 868	1433	sado1237
1758	Oki	hit	dojasu	d o j a s u	409	145 887 570 997 89 868	1433	
1759	Kagoshima	hit	utːaku	u tː a k u	410	868 130 997 838 868	1433	kyus1238
#
1907	Miyako	hold	muʦɨ	m u ts ɨ	444	241 868 15 983	1448	miya1259
1908	Tōkyō	hold	moʦu	m o ts u	444	241 887 15 868	1448	toky1238
1909	Amami	hold	muθuri	m u θ u r i	444	241 868 417 868 153 1076	1448	naze1238
1910	Kyōto	hold	moʦu	m o ts u	444	241 887 15 868	1448	kyot1238
1911	Hachijō	hold	sageru	s a ɡ e r u	443	89 997 831 1089 153 868	1448	hach1238
1912	Shuri	hold	muʦuɴ	m u ts u ɴ	444	241 868 15 868 751	1448	shur1243
1913	Kōchi	hold	sageru	s a ɡ e r u	443	89 997 831 1089 153 868	1448	shik1243
1914	Sado	hold	moʦu	m o ts u	444	241 887 15 868	1448	sado1237
1915	Oki	hold	moʦu	m o ts u	444	241 887 15 868	1448	
1916	Kagoshima	hold	mo	m o	445	241 887	1448	kyus1238
#
331	Miyako	horn	ʦɨnu	ts ɨ n u	83	15 983 107 868	1393	miya1259
332	Tōkyō	horn	ʦuno	ts u n o	83	15 868 107 887	1393	toky1238
333	Amami	horn	ʦɨno	ts ɨ n o	83	15 983 107 887	1393	naze1238
334	Kyōto	horn	ʦuno	ts u n o	83	15 868 107 887	1393	kyot1238
335	Hachijō	horn	ʦuno	ts u n o	83	15 868 107 887	1393	hach1238
336	Shuri	horn	ɕinu	ɕ i n u	83	204 1076 107 868	1393	shur1243
337	Kōchi	horn	tuno	t u n o	83	120 868 107 887	1393	shik1243
338	Sado	horn	ʦuno	ts u n o	83	15 868 107 887	1393	sado1237
339	Oki	horn	ʦuno	ts u n o	83	15 868 107 887	1393	
340	Kagoshima	horn	ʦuno	ts u n o	83	15 868 107 887	1393	kyus1238
#
920	Miyako	hot (warm)	aʦɨ	a ts ɨ	199	997 15 983	2272	miya1259
921	Tōkyō	hot (warm)	aʦui	a ts ui	199	997 15 936	2272	toky1238
922	Amami	hot (warm)	ʔaʦɨsari	ʔ a ts ɨ s a r i	199	409 997 15 983 89 997 153 1076	2272	naze1238
923	Kyōto	hot (warm)	aʦui	a ts ui	199	997 15 936	2272	kyot1238
924	Hachijō	hot (warm)	hotoːtːe	h o t oː tː e	198	405 887 120 880 130 1089	2272	hach1238
925	Shuri	hot (warm)	ʔaɕisaɴ	ʔ a ɕ i s a ɴ	199	409 997 204 1076 89 997 751	2272	shur1243
926	Kōchi	hot (warm)	atui	a t ui	199	997 120 936	2272	shik1243
927	Sado	hot (warm)	aʦui	a ts ui	199	997 15 936	2272	sado1237
928	Oki	hot (warm)	nokiː	n o k iː	200	107 887 838 1068	2272	
929	Kagoshima	hot (warm)	aʨi	a tɕ i	199	997 200 1076	2272	kyus1238
#
1030	Miyako	how	nau	n au	236	107 1033	1239	miya1259
1031	Tōkyō	how	doː	d oː	238	145 880	1239	toky1238
1032	Amami	how	xjasi	x j a s i	235	778 570 997 89 1076	1239	naze1238
1033	Kyōto	how	doː	d oː	238	145 880	1239	kyot1238
1034	Hachijō	how	zuguan	z u ɡ ua n	237	80 868 831 930 107	1239	hach1238
1035	Shuri	how	ʦaː	ts aː	235	15 1004	1239	shur1243
1036	Kōchi	how	doː	d oː	238	145 880	1239	shik1243
1037	Sado	how	dogaini	d o ɡ ai n i	238	145 887 831 1037 107 1076	1239	sado1237
1038	Oki	how	doŋe	d o ŋ e	238	145 887 801 1089	1239	
1039	Kagoshima	how	ikeɴ	i k e ɴ	235	1076 838 1089 751	1239	kyus1238
#
1437	Miyako	husband	butu	b u t u	331	257 868 120 868	1200	miya1259
1438	Tōkyō	husband	ɕuʥiɴ	ɕ u dʑ i ɴ	330	204 868 197 1076 751	1200	toky1238
1439	Amami	husband	uθu	u θ u	331	868 417 868	1200	naze1238
1440	Kyōto	husband	ɕuʥiɴ	ɕ u dʑ i ɴ	330	204 868 197 1076 751	1200	kyot1238
1441	Hachijō	husband	ʨieɕu	tɕ ie ɕ u	329	200 1083 204 868	1200	hach1238
1442	Shuri	husband	utu	u t u	331	868 120 868	1200	shur1243
1443	Kōchi	husband	ɕuʥiɴ	ɕ u dʑ i ɴ	330	204 868 197 1076 751	1200	shik1243
1444	Sado	husband	otːo	o tː o	331	887 130 887	1200	sado1237
1445	Oki	husband	otoko	o t o k o	332	887 120 887 838 887	1200	
1446	Kagoshima	husband	jado	j a d o	333	570 997 145 887	1200	kyus1238
#
1467	Tōkyō	ice	koːri	k oː r i	341	838 880 153 1076	617	toky1238
1468	Kyōto	ice	koːri	k oː r i	341	838 880 153 1076	617	kyot1238
1469	Hachijō	ice	koːri	k oː r i	341	838 880 153 1076	617	hach1238
1470	Kōchi	ice	koːri	k oː r i	341	838 880 153 1076	617	shik1243
1471	Sado	ice	koːri	k oː r i	341	838 880 153 1076	617	sado1237
1472	Oki	ice	koːri	k oː r i	341	838 880 153 1076	617	
1473	Kagoshima	ice	koːi	k oː i	341	838 880 1076	617	kyus1238
#
1407	Miyako	if	musɨ	m u s ɨ	314	241 868 89 983	1459	miya1259
1408	Tōkyō	if	mosi	m o s i	314	241 887 89 1076	1459	toky1238
1409	Amami	if	jaθaʨiʨi	j a θ a tɕ i tɕ i	316	570 997 417 997 200 1076 200 1076	1459	naze1238
1410	Kyōto	if	mosi	m o s i	314	241 887 89 1076	1459	kyot1238
1411	Hachijō	if	mosi	m o s i	314	241 887 89 1076	1459	hach1238
1412	Shuri	if	musi	m u s i	314	241 868 89 1076	1459	shur1243
1413	Kōchi	if	hjotːo	h j o tː o	315	405 570 887 130 887	1459	shik1243
1414	Sado	if	mosi	m o s i	314	241 887 89 1076	1459	sado1237
1415	Oki	if	mosi	m o s i	314	241 887 89 1076	1459	
1416	Kagoshima	if	moɕika	m o ɕ i k a	314	241 887 204 1076 838 997	1459	kyus1238
#
1387	Miyako	in	n	n	311	107	1460	miya1259
1388	Tōkyō	in	ni	n i	311	107 1076	1460	toky1238
1389	Amami	in	naɴ	n a ɴ	311	107 997 751	1460	naze1238
1390	Kyōto	in	ni	n i	311	107 1076	1460	kyot1238
1391	Hachijō	in	ni	n i	311	107 1076	1460	hach1238
1392	Shuri	in	nakai	n a k ai	311	107 997 838 1037	1460	shur1243
1393	Kōchi	in	ni	n i	311	107 1076	1460	shik1243
1394	Sado	in	ni	n i	311	107 1076	1460	sado1237
1395	Oki	in	ni	n i	311	107 1076	1460	
1396	Kagoshima	in	i	i	311	1076	1460	kyus1238
#
610	Miyako	kill	kurusɨ	k u r u s ɨ	139	838 868 153 868 89 983	1417	miya1259
611	Tōkyō	kill	korosu	k o r o s u	139	838 887 153 887 89 868	1417	toky1238
612	Amami	kill	xusːuri	x u sː u r i	139	778 868 72 868 153 1076	1417	naze1238
613	Kyōto	kill	korosu	k o r o s u	139	838 887 153 887 89 868	1417	kyot1238
614	Hachijō	kill	korosu	k o r o s u	139	838 887 153 887 89 868	1417	hach1238
615	Shuri	kill	kuruɕuɴ	k u r u ɕ u ɴ	139	838 868 153 868 204 868 751	1417	shur1243
616	Kōchi	kill	korosu	k o r o s u	139	838 887 153 887 89 868	1417	shik1243
617	Sado	kill	korosu	k o r o s u	139	838 887 153 887 89 868	1417	sado1237
618	Oki	kill	korosu	k o r o s u	139	838 887 153 887 89 868	1417	
619	Kagoshima	kill	ukːoros	u kː o r o s	139	868 832 887 153 887 89	1417	kyus1238
#
462	Miyako	knee	ʦɨgusɨ	ts ɨ ɡ u s ɨ	109	15 983 831 868 89 983	1371	miya1259
463	Tōkyō	knee	hiza	h i z a	107	405 1076 80 997	1371	toky1238
464	Amami	knee	ʦɨbusi	ts ɨ b u s i	109	15 983 257 868 89 1076	1371	naze1238
465	Kyōto	knee	hiza	h i z a	107	405 1076 80 997	1371	kyot1238
466	Hachijō	knee	hiʥakabura	h i dʑ a k a b u r a	107	405 1076 197 997 838 997 257 868 153 997	1371	hach1238
467	Shuri	knee	ʨiɴsi	tɕ i ɴ s i	109	200 1076 751 89 1076	1371	shur1243
468	Kōchi	knee	sune	s u n e	108	89 868 107 1089	1371	shik1243
469	Sado	knee	hiza	h i z a	107	405 1076 80 997	1371	sado1237
470	Oki	knee	ɸuza	ɸ u z a	-107	226 868 80 997	1371	
471	Kagoshima	knee	hiːza	h iː z a	-107	405 1068 80 997	1371	kyus1238
#
580	Miyako	know	sɨː	s ɨː	134	89 976	1410	miya1259
581	Tōkyō	know	sitːeru	s i tː e r u	134	89 1076 130 1089 153 868	1410	toky1238
582	Amami	know	siʨuri	s i tɕ u r i	134	89 1076 200 868 153 1076	1410	naze1238
583	Kyōto	know	sitːeru	s i tː e r u	134	89 1076 130 1089 153 868	1410	kyot1238
584	Hachijō	know	obietara	o b ie t a r a	133	887 257 1083 120 997 153 997	1410	hach1238
585	Shuri	know	siʦːoːɴ	s i tːs oː ɴ	134	89 1076 26 880 751	1410	shur1243
586	Kōchi	know	sitːjuː	s i tː j uː	134	89 1076 130 570 860	1410	shik1243
587	Sado	know	sitːoru	s i tː o r u	134	89 1076 130 887 153 868	1410	sado1237
588	Oki	know	siʨːoru	s i tːɕ o r u	134	89 1076 202 887 153 868	1410	
589	Kagoshima	know	siːːʨo	s iːː tɕ o	134	89 1065 200 887	1410	kyus1238
#
1190	Tōkyō	lake	mizuːmi	m i z uː m i	270	241 1076 80 860 241 1076	624	toky1238
1191	Amami	lake	ʔixi	ʔ i x i	269	409 1076 778 1076	624	naze1238
1192	Kyōto	lake	mizuːmi	m i z uː m i	270	241 1076 80 860 241 1076	624	kyot1238
1193	Hachijō	lake	ike	i k e	269	1076 838 1089	624	hach1238
1194	Shuri	lake	ʔuhugumui	ʔ u h u ɡ u m ui	271	409 868 405 868 831 868 241 936	624	shur1243
1195	Kōchi	lake	ike	i k e	269	1076 838 1089	624	shik1243
1196	Sado	lake	ike	i k e	269	1076 838 1089	624	sado1237
1197	Oki	lake	eke	e k e	269	1089 838 1089	624	
1198	Kagoshima	lake	mizuiuɴ	m i z ui u ɴ	270	241 1076 80 936 868 751	624	kyus1238
#
241	Miyako	leaf	paː	p aː	67	291 1004	628	miya1259
242	Tōkyō	leaf	hapːa	h a pː a	67	405 997 262 997	628	toky1238
243	Amami	leaf	hwa	h w a	67	405 462 997	628	naze1238
244	Kyōto	leaf	haː	h aː	67	405 1004	628	kyot1238
245	Hachijō	leaf	ha	h a	67	405 997	628	hach1238
246	Shuri	leaf	hwaː	h w aː	67	405 462 1004	628	shur1243
247	Kōchi	leaf	ha	h a	67	405 997	628	shik1243
248	Sado	leaf	ha	h a	67	405 997	628	sado1237
249	Oki	leaf	ɸa	ɸ a	67	226 997	628	
250	Kagoshima	leaf	hai	h ai	67	405 1037	628	kyus1238
#
1681	Miyako	left	pɨdaɭ	p ɨ d a ɭ	394	291 983 145 997 708	244	miya1259
1682	Tōkyō	left	hidari	h i d a r i	394	405 1076 145 997 153 1076	244	toky1238
1683	Amami	left	hiʥari	h i dʑ a r i	394	405 1076 197 997 153 1076	244	naze1238
1684	Kyōto	left	hidari	h i d a r i	394	405 1076 145 997 153 1076	244	kyot1238
1685	Hachijō	left	hidari	h i d a r i	394	405 1076 145 997 153 1076	244	hach1238
1686	Shuri	left	hwizai	h w i z ai	394	405 462 1076 80 1037	244	shur1243
1687	Kōchi	left	hidari	h i d a r i	394	405 1076 145 997 153 1076	244	shik1243
1688	Sado	left	hidari	h i d a r i	394	405 1076 145 997 153 1076	244	sado1237
1689	Oki	left	ɸudari	ɸ u d a r i	394	226 868 145 997 153 1076	244	
1690	Kagoshima	left	hidai	h i d ai	394	405 1076 145 1037	244	kyus1238
#
1258	Miyako	leg	karapaʣɨ	k a r a p a dz ɨ	287	838 997 153 997 291 997 20 983	1297	miya1259
1259	Tōkyō	leg	asi	a s i	288	997 89 1076	1297	toky1238
1260	Amami	leg	hagi	h a ɡ i	287	405 997 831 1076	1297	naze1238
1261	Kyōto	leg	asi	a s i	288	997 89 1076	1297	kyot1238
1262	Hachijō	leg	hagi	h a ɡ i	287	405 997 831 1076	1297	hach1238
1263	Shuri	leg	hwiɕa	h w i ɕ a	286	405 462 1076 204 997	1297	shur1243
1264	Kōchi	leg	asi	a s i	288	997 89 1076	1297	shik1243
1265	Sado	leg	mukoːzune	m u k oː z u n e	286	241 868 838 880 80 868 107 1089	1297	sado1237
1266	Oki	leg	asi	a s i	288	997 89 1076	1297	
1267	Kagoshima	leg	aɕ	a ɕ	288	997 204	1297	kyus1238
#
660	Miyako	lie	jukutaːɭ	j u k u t aː ɭ	152	570 868 838 868 120 1004 708	1411	miya1259
661	Tōkyō	lie	neteru	n e t e r u	150	107 1089 120 1089 153 868	1411	toky1238
662	Amami	lie	nɨhuθuri	n ɨ h u θ u r i	151	107 983 405 868 417 868 153 1076	1411	naze1238
663	Kyōto	lie	neteru	n e t e r u	150	107 1089 120 1089 153 868	1411	kyot1238
664	Hachijō	lie	nete	n e t e	150	107 1089 120 1089	1411	hach1238
665	Shuri	lie	niɴtoːɴ	n i ɴ t oː ɴ	151	107 1076 751 120 880 751	1411	shur1243
666	Kōchi	lie	nejuː	n e j uː	150	107 1089 570 860	1411	shik1243
667	Sado	lie	netoru	n e t o r u	150	107 1089 120 887 153 868	1411	sado1237
668	Oki	lie	neʨoːru	n e tɕ oː r u	150	107 1089 200 880 153 868	1411	
669	Kagoshima	lie	neiʨo	n ei tɕ o	150	107 1107 200 887	1411	kyus1238
#
1288	Miyako	lip	suba	s u b a	297	89 868 257 997	478	miya1259
1289	Tōkyō	lip	kuʨibiru	k u tɕ i b i r u	296	838 868 200 1076 257 1076 153 868	478	toky1238
1290	Amami	lip	ʔwɨːsɨba	ʔ w ɨː s ɨ b a	297	409 462 976 89 983 257 997	478	naze1238
1291	Kyōto	lip	kuʨibiru	k u tɕ i b i r u	296	838 868 200 1076 257 1076 153 868	478	kyot1238
1292	Hachijō	lip	kuʨibiru	k u tɕ i b i r u	296	838 868 200 1076 257 1076 153 868	478	hach1238
1293	Shuri	lip	ʃiba	ʃ i b a	297	683 1076 257 997	478	shur1243
1294	Kōchi	lip	kutibiro	k u t i b i r o	296	838 868 120 1076 257 1076 153 887	478	shik1243
1295	Sado	lip	kuʨibera	k u tɕ i b e r a	296	838 868 200 1076 257 1089 153 997	478	sado1237
1296	Oki	lip	kuʨibero	k u tɕ i b e r o	296	838 868 200 1076 257 1089 153 887	478	
1297	Kagoshima	lip	suba	s u b a	297	89 868 257 997	478	kyus1238
1298	Amami	lip	ɕaːsɨba	ɕ aː s ɨ b a	297	204 1004 89 983 257 997	478	naze1238
#
521	Miyako	liver	ʦɨmu	ts ɨ m u	119	15 983 241 868	1224	miya1259
522	Tōkyō	liver	kimo	k i m o	119	838 1076 241 887	1224	toky1238
523	Amami	liver	kimo	k i m o	119	838 1076 241 887	1224	naze1238
524	Kyōto	liver	kimo	k i m o	119	838 1076 241 887	1224	kyot1238
525	Hachijō	liver	kimo	k i m o	119	838 1076 241 887	1224	hach1238
526	Shuri	liver	ʨimu	tɕ i m u	119	200 1076 241 868	1224	shur1243
527	Kōchi	liver	kimo	k i m o	119	838 1076 241 887	1224	shik1243
528	Sado	liver	kimo	k i m o	119	838 1076 241 887	1224	sado1237
529	Kagoshima	liver	kimo	k i m o	119	838 1076 241 887	1224	kyus1238
#
141	Miyako	long	naga	n a ɡ a	48	107 997 831 997	1203	miya1259
142	Tōkyō	long	naŋai	n a ŋ ai	48	107 997 801 1037	1203	toky1238
143	Amami	long	nagasari	n a ɡ a s a r i	48	107 997 831 997 89 997 153 1076	1203	naze1238
144	Kyōto	long	naŋai	n a ŋ ai	48	107 997 801 1037	1203	kyot1238
145	Hachijō	long	nagakʲa	n a ɡ a kʲ a	48	107 997 831 997 837 997	1203	hach1238
146	Shuri	long	nagasaɴ	n a ɡ a s a ɴ	48	107 997 831 997 89 997 751	1203	shur1243
147	Kōchi	long	nagai	n a ɡ ai	48	107 997 831 1037	1203	shik1243
148	Sado	long	nagai	n a ɡ ai	48	107 997 831 1037	1203	sado1237
149	Oki	long	naŋeː	n a ŋ eː	48	107 997 801 1091	1203	
150	Kagoshima	long	nage	n a ɡ e	48	107 997 831 1089	1203	kyus1238
#
211	Miyako	louse	sːam	sː a m	63	72 997 241	1392	miya1259
212	Tōkyō	louse	sirami	s i r a m i	63	89 1076 153 997 241 1076	1392	toky1238
213	Amami	louse	siraɴ	s i r a ɴ	63	89 1076 153 997 751	1392	naze1238
214	Kyōto	louse	sirami	s i r a m i	63	89 1076 153 997 241 1076	1392	kyot1238
215	Hachijō	louse	ɕaɴme	ɕ a ɴ m e	63	204 997 751 241 1089	1392	hach1238
216	Shuri	louse	siraɴ	s i r a ɴ	63	89 1076 153 997 751	1392	shur1243
217	Kōchi	louse	sirami	s i r a m i	63	89 1076 153 997 241 1076	1392	shik1243
218	Sado	louse	sirami	s i r a m i	63	89 1076 153 997 241 1076	1392	sado1237
219	Oki	louse	sirame	s i r a m e	63	89 1076 153 997 241 1089	1392	
220	Kagoshima	louse	sitame	s i t a m e	63	89 1076 120 997 241 1089	1392	kyus1238
#
161	Miyako	man	bɨkidum	b ɨ k i d u m	54	257 983 838 1076 145 868 241	1554	miya1259
162	Tōkyō	man	otoko	o t o k o	53	887 120 887 838 887	1554	toky1238
163	Amami	man	jeɴga	j e ɴ ɡ a	55	570 1089 751 831 997	1554	naze1238
164	Kyōto	man	otoko	o t o k o	53	887 120 887 838 887	1554	kyot1238
165	Hachijō	man	onokogo	o n o k o ɡ o	52	887 107 887 838 887 831 887	1554	hach1238
166	Shuri	man	wikiga	w i k i ɡ a	54	462 1076 838 1076 831 997	1554	shur1243
167	Kōchi	man	otoko	o t o k o	53	887 120 887 838 887	1554	shik1243
168	Sado	man	otoko	o t o k o	53	887 120 887 838 887	1554	sado1237
169	Oki	man	otoko	o t o k o	53	887 120 887 838 887	1554	
170	Kagoshima	man	otoko	o t o k o	53	887 120 887 838 887	1554	kyus1238
#
91	Miyako	many	ukaːʃa	u k aː ʃ a	34	868 838 1004 683 997	1198	miya1259
92	Tōkyō	many	takusaɴ	t a k u s a ɴ	31	120 997 838 868 89 997 751	1198	toky1238
93	Amami	many	ɕogoɕaɴ	ɕ o ɡ o ɕ a ɴ	34	204 887 831 887 204 997 751	1198	naze1238
94	Kyōto	many	joːke	j oː k e	32	570 880 838 1089	1198	kyot1238
95	Hachijō	many	sikːari	s i kː a r i	30	89 1076 832 997 153 1076	1198	hach1238
96	Shuri	many	ʔuhoːku	ʔ u h oː k u	29	409 868 405 880 838 868	1198	shur1243
97	Kōchi	many	joke	j o k e	32	570 887 838 1089	1198	shik1243
98	Sado	many	ikai	i k ai	33	1076 838 1037	1198	sado1237
99	Oki	many	etːo	e tː o	27	1089 130 887	1198	
100	Kagoshima	many	dosːai	d o sː ai	28	145 887 72 1037	1198	kyus1238
#
281	Miyako	meat	sɨːsɨ	s ɨː s ɨ	73	89 976 89 983	634	miya1259
282	Tōkyō	meat	niku	n i k u	72	107 1076 838 868	634	toky1238
283	Amami	meat	sisi	s i s i	73	89 1076 89 1076	634	naze1238
284	Kyōto	meat	niku	n i k u	72	107 1076 838 868	634	kyot1238
285	Hachijō	meat	niku	n i k u	72	107 1076 838 868	634	hach1238
286	Shuri	meat	sisi	s i s i	73	89 1076 89 1076	634	shur1243
287	Kōchi	meat	niku	n i k u	72	107 1076 838 868	634	shik1243
288	Sado	meat	niku	n i k u	72	107 1076 838 868	634	sado1237
289	Oki	meat	niku	n i k u	72	107 1076 838 868	634	
290	Kagoshima	meat	ni	n i	72	107 1076	634	kyus1238
#
1337	Miyako	milk	ʦɨː	ts ɨː	305	15 976	635	miya1259
1338	Tōkyō	milk	oʨiʨi	o tɕ i tɕ i	305	887 200 1076 200 1076	635	toky1238
1339	Amami	milk	ʨi	tɕ i	305	200 1076	635	naze1238
1340	Kyōto	milk	ʨiʨi	tɕ i tɕ i	305	200 1076 200 1076	635	kyot1238
1341	Hachijō	milk	ʨi	tɕ i	305	200 1076	635	hach1238
1342	Shuri	milk	ʨiː	tɕ iː	305	200 1068	635	shur1243
