ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA	CONCEPTICON_ID	GLOTTOLOG
579	Pelymka Mansi	full	tæɣɨl	t æ ɣ ɨ l	69	120 1087 780 983 554	1429	mans1258
580	Konda Mansi	full	taɣɨl	t a ɣ ɨ l	69	120 997 780 983 554	1429	khan1273
581	Tavda Mansi	full	tæul	t æu l	69	120 1136 554	1429	mans1258
582	Vakh Khanty	full	teːlɣæːl	t eː l ɣ æː l	69	120 1091 554 780 1088 554	1429	khan1273
583	Verkhne-Kalymsk Khanty	full	teːl	t eː l	69	120 1091 554	1429	khan1273
584	Vasjugan Khanty	full	teːl	t eː l	69	120 1091 554	1429	khan1273
585	Likrisovskoje Khanty	full	tæθ	t æ θ	69	120 1087 417	1429	khan1273
586	Malyj Jugan Khanty	full	tæɬ	t æ ɬ	69	120 1087 540	1429	khan1273
587	Tremjugan Khanty	full	tæɬ	t æ ɬ	69	120 1087 540	1429	mans1258
588	Jugan Khanty	full	tæɬəɬ	t æ ɬ ə ɬ	69	120 1087 540 1022 540	1429	khan1273
589	Upper Demjanka Khanty	full	teːt	t eː t	69	120 1091 120	1429	khan1273
590	Konda Khanty	full	teːt	t eː t	69	120 1091 120	1429	khan1273
591	Nizjam Khanty	full	teːt	t eː t	69	120 1091 120	1429	khan1273
592	Sherkaly Khanty	full	teːt	t eː t	69	120 1091 120	1429	khan1273
593	Kazym Khanty	full	tɛːɬ	t ɛː ɬ	69	120 1117 540	1429	khan1273
594	Synja Khanty	full	teːl	t eː l	69	120 1091 554	1429	khan1273
595	Obdorsk Khanty	full	teːl	t eː l	69	120 1091 554	1429	khan1273
#
596	North Mansi	give	mɨːɣ	m ɨː ɣ	70	241 976 780	1447	mans1258
597	Middle Lozva Mansi	give	mij	m i j	70	241 1076 570	1447	mans1258
598	Lower Lozva Mansi	give	miː	m iː	70	241 1068	1447	
599	Pelymka Mansi	give	mæji	m æ j i	70	241 1087 570 1076	1447	mans1258
600	Konda Mansi	give	məɨɣ	m əi ɣ	70	241 1042 780	1447	khan1273
601	Tavda Mansi	give	mæjænt	m æ j æ n t	70	241 1087 570 1087 107 120	1447	mans1258
602	Vakh Khanty	give	me	m e	70	241 1089	1447	khan1273
603	Vasjugan Khanty	give	me	m e	70	241 1089	1447	khan1273
604	Tremjugan Khanty	give	me	m e	70	241 1089	1447	mans1258
605	Jugan Khanty	give	me	m e	70	241 1089	1447	khan1273
606	Upper Demjanka Khanty	give	me	m e	70	241 1089	1447	khan1273
607	Konda Khanty	give	me	m e	70	241 1089	1447	khan1273
608	Nizjam Khanty	give	ma	m a	70	241 997	1447	khan1273
609	Sherkaly Khanty	give	ma	m a	70	241 997	1447	khan1273
610	Kazym Khanty	give	ma	m a	70	241 997	1447	khan1273
611	Synja Khanty	give	ma	m a	70	241 997	1447	khan1273
612	Obdorsk Khanty	give	mæ	m æ	70	241 1087	1447	khan1273
#
613	North Mansi	good	jɔməs	j ɔ m ə s	71	570 916 241 1022 89	1035	mans1258
614	Middle Lozva Mansi	good	jæməs	j æ m ə s	71	570 1087 241 1022 89	1035	mans1258
615	Lower Lozva Mansi	good	jæməs	j æ m ə s	71	570 1087 241 1022 89	1035	
616	Pelymka Mansi	good	jɔməs	j ɔ m ə s	71	570 916 241 1022 89	1035	mans1258
617	Konda Mansi	good	jɔməs	j ɔ m ə s	71	570 916 241 1022 89	1035	khan1273
618	Tavda Mansi	good	jumɔs	j u m ɔ s	71	570 868 241 916 89	1035	mans1258
619	Vakh Khanty	good	jem	j e m	71	570 1089 241	1035	khan1273
620	Verkhne-Kalymsk Khanty	good	jem	j e m	71	570 1089 241	1035	khan1273
621	Vasjugan Khanty	good	jem	j e m	71	570 1089 241	1035	khan1273
622	Vartovskoje Khanty	good	jem	j e m	71	570 1089 241	1035	khan1273
623	Likrisovskoje Khanty	good	jem	j e m	71	570 1089 241	1035	khan1273
624	Malyj Jugan Khanty	good	jem	j e m	71	570 1089 241	1035	khan1273
625	Tremjugan Khanty	good	jem	j e m	71	570 1089 241	1035	mans1258
626	Jugan Khanty	good	jem	j e m	71	570 1089 241	1035	khan1273
627	Upper Demjanka Khanty	good	jem	j e m	71	570 1089 241	1035	khan1273
628	Konda Khanty	good	jem	j e m	71	570 1089 241	1035	khan1273
629	Nizjam Khanty	good	jam	j a m	71	570 997 241	1035	khan1273
630	Sherkaly Khanty	good	jam	j a m	71	570 997 241	1035	khan1273
631	Kazym Khanty	good	jam	j a m	71	570 997 241	1035	khan1273
632	Synja Khanty	good	jam	j a m	71	570 997 241	1035	khan1273
633	Obdorsk Khanty	good	jiːm	j iː m	71	570 1068 241	1035	khan1273
#
634	North Mansi	green	ɲaːrpum	ɲ aː r p u m	72	595 1004 153 291 868 241	1425	mans1258
635	Middle Lozva Mansi	green	ɲoɔrpum	ɲ o r p u m	72	595 887 153 291 868 241	1425	mans1258
636	Pelymka Mansi	green	ɲɔːrpum	ɲ ɔː r p u m	72	595 914 153 291 868 241	1425	mans1258
637	Konda Mansi	green	ɲoɔrpom	ɲ o r p o m	72	595 887 153 291 887 241	1425	khan1273
638	Tavda Mansi	green	ɲærqɔr	ɲ æ r q ɔ r	72	595 1087 153 757 916 153	1425	mans1258
639	Tremjugan Khanty	green	wastə	w a s t ə	73	462 997 89 120 1022	1425	mans1258
640	Jugan Khanty	green	wastə	w a s t ə	73	462 997 89 120 1022	1425	khan1273
641	Upper Demjanka Khanty	green	wastə	w a s t ə	73	462 997 89 120 1022	1425	khan1273
642	Konda Khanty	green	wastə	w a s t ə	73	462 997 89 120 1022	1425	khan1273
643	Nizjam Khanty	green	wostə	w o s t ə	73	462 887 89 120 1022	1425	khan1273
644	Sherkaly Khanty	green	wostə	w o s t ə	73	462 887 89 120 1022	1425	khan1273
645	Kazym Khanty	green	wostiː	w o s t iː	73	462 887 89 120 1068	1425	khan1273
646	Synja Khanty	green	wostiː	w o s t iː	73	462 887 89 120 1068	1425	khan1273
647	Obdorsk Khanty	green	wastiː	w a s t iː	73	462 997 89 120 1068	1425	khan1273
#
648	North Mansi	hair	aːt	aː t	74	1004 120	1040	mans1258
649	Middle Lozva Mansi	hair	əːt	əː t	74	845 120	1040	mans1258
650	Lower Lozva Mansi	hair	əːt	əː t	74	845 120	1040	
651	Pelymka Mansi	hair	əːt	əː t	74	845 120	1040	mans1258
652	Konda Mansi	hair	əːt	əː t	74	845 120	1040	khan1273
653	Tavda Mansi	hair	æːt	æː t	74	1088 120	1040	mans1258
654	Vakh Khanty	hair	aːwət	aː w ə t	74	1004 462 1022 120	1040	khan1273
655	Verkhne-Kalymsk Khanty	hair	aːwət	aː w ə t	74	1004 462 1022 120	1040	khan1273
656	Vasjugan Khanty	hair	aːwət	aː w ə t	74	1004 462 1022 120	1040	khan1273
657	Vartovskoje Khanty	hair	aːwət	aː w ə t	74	1004 462 1022 120	1040	khan1273
658	Likrisovskoje Khanty	hair	oːpət	oː p ə t	74	880 291 1022 120	1040	khan1273
659	Malyj Jugan Khanty	hair	oːpət	oː p ə t	74	880 291 1022 120	1040	khan1273
660	Tremjugan Khanty	hair	oːpət	oː p ə t	74	880 291 1022 120	1040	mans1258
661	Jugan Khanty	hair	oːpət	oː p ə t	74	880 291 1022 120	1040	khan1273
662	Upper Demjanka Khanty	hair	uːpət	uː p ə t	74	860 291 1022 120	1040	khan1273
663	Konda Khanty	hair	uːpət	uː p ə t	74	860 291 1022 120	1040	khan1273
664	Nizjam Khanty	hair	uːpət	uː p ə t	74	860 291 1022 120	1040	khan1273
665	Sherkaly Khanty	hair	uːpət	uː p ə t	74	860 291 1022 120	1040	khan1273
666	Kazym Khanty	hair	ɵːpət	ɵː p ə t	74	971 291 1022 120	1040	khan1273
667	Synja Khanty	hair	uːpət	uː p ə t	74	860 291 1022 120	1040	khan1273
668	Obdorsk Khanty	hair	oːpət	oː p ə t	74	880 291 1022 120	1040	khan1273
#
669	North Mansi	hand	kaːt	k aː t	75	838 1004 120	1277	mans1258
670	Middle Lozva Mansi	hand	koɔt	k o t	75	838 887 120	1277	mans1258
671	Lower Lozva Mansi	hand	kɔːt	k ɔː t	75	838 914 120	1277	
672	Pelymka Mansi	hand	koɔt	k o t	75	838 887 120	1277	mans1258
673	Konda Mansi	hand	koæt	k o æ t	75	838 887 1087 120	1277	khan1273
674	Tavda Mansi	hand	kæːt	k æː t	75	838 1088 120	1277	mans1258
675	Vakh Khanty	hand	kœːt	k œː t	75	838 1057 120	1277	khan1273
676	Verkhne-Kalymsk Khanty	hand	kœːt	k œː t	75	838 1057 120	1277	khan1273
677	Vasjugan Khanty	hand	kœːt	k œː t	75	838 1057 120	1277	khan1273
678	Vartovskoje Khanty	hand	kœt	k œ t	75	838 1059 120	1277	khan1273
679	Likrisovskoje Khanty	hand	kœt	k œ t	75	838 1059 120	1277	khan1273
680	Malyj Jugan Khanty	hand	kœt	k œ t	75	838 1059 120	1277	khan1273
681	Tremjugan Khanty	hand	kœt	k œ t	75	838 1059 120	1277	mans1258
682	Jugan Khanty	hand	kœt	k œ t	75	838 1059 120	1277	khan1273
683	Upper Demjanka Khanty	hand	keːt	k eː t	75	838 1091 120	1277	khan1273
684	Konda Khanty	hand	keːt	k eː t	75	838 1091 120	1277	khan1273
685	Nizjam Khanty	hand	jɔːʃ	j ɔː ʃ	76	570 914 683	1277	khan1273
686	Sherkaly Khanty	hand	jɔːʃ	j ɔː ʃ	76	570 914 683	1277	khan1273
687	Kazym Khanty	hand	jɔːʃ	j ɔː ʃ	76	570 914 683	1277	khan1273
688	Synja Khanty	hand	jɔːʃ	j ɔː ʃ	76	570 914 683	1277	khan1273
689	Obdorsk Khanty	hand	jaːs	j aː s	76	570 1004 89	1277	khan1273
#
690	North Mansi	head	puŋk	p u ŋ k	77	291 868 801 838	1256	mans1258
691	Middle Lozva Mansi	head	pəŋk	p ə ŋ k	77	291 1022 801 838	1256	mans1258
692	Lower Lozva Mansi	head	pəŋk	p ə ŋ k	77	291 1022 801 838	1256	
693	Pelymka Mansi	head	pəŋk	p ə ŋ k	77	291 1022 801 838	1256	mans1258
694	Konda Mansi	head	pæŋk	p æ ŋ k	77	291 1087 801 838	1256	khan1273
695	Tavda Mansi	head	pəŋ	p ə ŋ	77	291 1022 801	1256	mans1258
696	Vakh Khanty	head	ɔːɣ	ɔː ɣ	78	914 780	1256	khan1273
697	Verkhne-Kalymsk Khanty	head	oːɣ	oː ɣ	78	880 780	1256	khan1273
698	Vasjugan Khanty	head	ɔːɣ	ɔː ɣ	78	914 780	1256	khan1273
699	Vartovskoje Khanty	head	oːɣ	oː ɣ	78	880 780	1256	khan1273
700	Malyj Jugan Khanty	head	oːɣʷ	oː ɣʷ	78	880 788	1256	khan1273
701	Tremjugan Khanty	head	oːɣʷ	oː ɣʷ	78	880 788	1256	mans1258
702	Jugan Khanty	head	oːw	oː w	78	880 462	1256	khan1273
703	Upper Demjanka Khanty	head	uːχ	uː χ	78	860 748	1256	khan1273
704	Konda Khanty	head	uːχ	uː χ	78	860 748	1256	khan1273
705	Nizjam Khanty	head	uːχ	uː χ	78	860 748	1256	khan1273
706	Sherkaly Khanty	head	uːχ	uː χ	78	860 748	1256	khan1273
707	Kazym Khanty	head	oχ	o χ	78	887 748	1256	khan1273
708	Synja Khanty	head	oχ	o χ	78	887 748	1256	khan1273
709	Obdorsk Khanty	head	oχ	o χ	78	887 748	1256	khan1273
#
710	North Mansi	hear	χɔːli	χ ɔː l i	79	748 914 554 1076	1408	mans1258
711	Middle Lozva Mansi	hear	qʷoli	qʷ o l i	79	760 887 554 1076	1408	mans1258
712	Lower Lozva Mansi	hear	qoːli	q oː l i	79	757 880 554 1076	1408	
713	Pelymka Mansi	hear	qoːli	q oː l i	79	757 880 554 1076	1408	mans1258
714	Konda Mansi	hear	qoːli	q oː l i	79	757 880 554 1076	1408	khan1273
715	Tavda Mansi	hear	qɔlɔnt	q ɔ l ɔ n t	79	757 916 554 916 107 120	1408	mans1258
716	Vakh Khanty	hear	kɔːl	k ɔː l	79	838 914 554	1408	khan1273
717	Verkhne-Kalymsk Khanty	hear	koːl	k oː l	79	838 880 554	1408	khan1273
718	Vasjugan Khanty	hear	kɔːl	k ɔː l	79	838 914 554	1408	khan1273
719	Vartovskoje Khanty	hear	koːɬ	k oː ɬ	79	838 880 540	1408	khan1273
720	Likrisovskoje Khanty	hear	koːθ	k oː θ	79	838 880 417	1408	khan1273
721	Malyj Jugan Khanty	hear	koːɬ	k oː ɬ	79	838 880 540	1408	khan1273
722	Tremjugan Khanty	hear	koːɬ	k oː ɬ	79	838 880 540	1408	mans1258
723	Jugan Khanty	hear	koːɬ	k oː ɬ	79	838 880 540	1408	khan1273
724	Upper Demjanka Khanty	hear	χuːt	χ uː t	79	748 860 120	1408	khan1273
725	Konda Khanty	hear	χuːt	χ uː t	79	748 860 120	1408	khan1273
726	Nizjam Khanty	hear	χuːt	χ uː t	79	748 860 120	1408	khan1273
727	Sherkaly Khanty	hear	χuːt	χ uː t	79	748 860 120	1408	khan1273
728	Kazym Khanty	hear	χɵːɬ	χ ɵː ɬ	79	748 971 540	1408	khan1273
729	Synja Khanty	hear	χuːl	χ uː l	79	748 860 554	1408	khan1273
730	Obdorsk Khanty	hear	χoːl	χ oː l	79	748 880 554	1408	khan1273
#
731	North Mansi	heart	sim	s i m	80	89 1076 241	1223	mans1258
732	Middle Lozva Mansi	heart	ʃim	ʃ i m	80	683 1076 241	1223	mans1258
733	Lower Lozva Mansi	heart	ʃim	ʃ i m	80	683 1076 241	1223	
734	Pelymka Mansi	heart	ʃim	ʃ i m	80	683 1076 241	1223	mans1258
735	Konda Mansi	heart	səm	s ə m	80	89 1022 241	1223	khan1273
736	Tavda Mansi	heart	ʃɔm	ʃ ɔ m	80	683 916 241	1223	mans1258
737	Vakh Khanty	heart	sem	s e m	80	89 1089 241	1223	khan1273
738	Verkhne-Kalymsk Khanty	heart	sem	s e m	80	89 1089 241	1223	khan1273
739	Vasjugan Khanty	heart	sem	s e m	80	89 1089 241	1223	khan1273
740	Vartovskoje Khanty	heart	sem	s e m	80	89 1089 241	1223	khan1273
741	Likrisovskoje Khanty	heart	sem	s e m	80	89 1089 241	1223	khan1273
742	Malyj Jugan Khanty	heart	sem	s e m	80	89 1089 241	1223	khan1273
743	Tremjugan Khanty	heart	sem	s e m	80	89 1089 241	1223	mans1258
744	Jugan Khanty	heart	sem	s e m	80	89 1089 241	1223	khan1273
745	Upper Demjanka Khanty	heart	sem	s e m	80	89 1089 241	1223	khan1273
746	Konda Khanty	heart	sem	s e m	80	89 1089 241	1223	khan1273
747	Nizjam Khanty	heart	sam	s a m	80	89 997 241	1223	khan1273
748	Sherkaly Khanty	heart	sam	s a m	80	89 997 241	1223	khan1273
749	Kazym Khanty	heart	sam	s a m	80	89 997 241	1223	khan1273
750	Synja Khanty	heart	sam	s a m	80	89 997 241	1223	khan1273
751	Obdorsk Khanty	heart	sæm	s æ m	80	89 1087 241	1223	khan1273
#
1876	North Mansi	heavy	taːrwitəŋ	t aː r w i t ə ŋ	210	120 1004 153 462 1076 120 1022 801	1210	mans1258
1877	Middle Lozva Mansi	heavy	taːrytʲəŋ	t aː r y tʲ ə ŋ	210	120 1004 153 1047 115 1022 801	1210	mans1258
1878	Pelymka Mansi	heavy	taːrwytʲiŋ	t aː r w y tʲ i ŋ	210	120 1004 153 462 1047 115 1076 801	1210	mans1258
1879	Konda Mansi	heavy	toɔrwitʲiŋ	t o r w i tʲ i ŋ	210	120 887 153 462 1076 115 1076 801	1210	khan1273
1880	Tavda Mansi	heavy	tærkutʲəŋ	t æ r k u tʲ ə ŋ	210	120 1087 153 838 868 115 1022 801	1210	mans1258
1881	Vakh Khanty	heavy	læːɣərt	l æː ɣ ə r t	210	554 1088 780 1022 153 120	1210	khan1273
1882	Verkhne-Kalymsk Khanty	heavy	jæːɣərt	j æː ɣ ə r t	210	570 1088 780 1022 153 120	1210	khan1273
1883	Vasjugan Khanty	heavy	jæːɣərt	j æː ɣ ə r t	210	570 1088 780 1022 153 120	1210	khan1273
1884	Vartovskoje Khanty	heavy	ɬæːɣərt	ɬ æː ɣ ə r t	210	540 1088 780 1022 153 120	1210	khan1273
1885	Likrisovskoje Khanty	heavy	θæːɣərt	θ æː ɣ ə r t	210	417 1088 780 1022 153 120	1210	khan1273
1886	Malyj Jugan Khanty	heavy	ɬæːɣərt	ɬ æː ɣ ə r t	210	540 1088 780 1022 153 120	1210	khan1273
1887	Tremjugan Khanty	heavy	ɬæːɣərt	ɬ æː ɣ ə r t	210	540 1088 780 1022 153 120	1210	mans1258
1888	Jugan Khanty	heavy	ɬæːɣərt	ɬ æː ɣ ə r t	210	540 1088 780 1022 153 120	1210	khan1273
1889	Upper Demjanka Khanty	heavy	tæːɣərt	t æː ɣ ə r t	210	120 1088 780 1022 153 120	1210	khan1273
1890	Konda Khanty	heavy	tæːɣərt	t æː ɣ ə r t	210	120 1088 780 1022 153 120	1210	khan1273
1891	Nizjam Khanty	heavy	taːwərt	t aː w ə r t	210	120 1004 462 1022 153 120	1210	khan1273
1892	Sherkaly Khanty	heavy	taːɣər	t aː ɣ ə r	210	120 1004 780 1022 153	1210	khan1273
1893	Kazym Khanty	heavy	ɬaːwərt	ɬ aː w ə r t	210	540 1004 462 1022 153 120	1210	khan1273
1894	Synja Khanty	heavy	laːwər	l aː w ə r	210	554 1004 462 1022 153	1210	khan1273
1895	Obdorsk Khanty	heavy	sjoːkət	s j oː k ə t	209	89 570 880 838 1022 120	1210	khan1273
#
752	North Mansi	horn	aːɲt	aː ɲ t	81	1004 595 120	1393	mans1258
753	Middle Lozva Mansi	horn	ɔɲt	ɔ ɲ t	81	916 595 120	1393	mans1258
754	Lower Lozva Mansi	horn	aɲt	a ɲ t	81	997 595 120	1393	
755	Pelymka Mansi	horn	ɔɲt	ɔ ɲ t	81	916 595 120	1393	mans1258
756	Konda Mansi	horn	əːɲtʲ	əː ɲ tʲ	81	845 595 115	1393	khan1273
757	Tavda Mansi	horn	æːnt	æː n t	81	1088 107 120	1393	mans1258
758	Vakh Khanty	horn	aŋət	a ŋ ə t	81	997 801 1022 120	1393	khan1273
759	Verkhne-Kalymsk Khanty	horn	aŋət	a ŋ ə t	81	997 801 1022 120	1393	khan1273
760	Vasjugan Khanty	horn	aŋət	a ŋ ə t	81	997 801 1022 120	1393	khan1273
761	Vartovskoje Khanty	horn	aŋət	a ŋ ə t	81	997 801 1022 120	1393	khan1273
762	Likrisovskoje Khanty	horn	aŋət	a ŋ ə t	81	997 801 1022 120	1393	khan1273
763	Malyj Jugan Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	914 801 1022 120	1393	khan1273
764	Tremjugan Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	914 801 1022 120	1393	mans1258
765	Jugan Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	914 801 1022 120	1393	khan1273
766	Upper Demjanka Khanty	horn	oːŋət	oː ŋ ə t	81	880 801 1022 120	1393	khan1273
767	Konda Khanty	horn	oːŋət	oː ŋ ə t	81	880 801 1022 120	1393	khan1273
768	Nizjam Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	914 801 1022 120	1393	khan1273
769	Sherkaly Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	914 801 1022 120	1393	khan1273
770	Kazym Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	914 801 1022 120	1393	khan1273
771	Synja Khanty	horn	ɔːŋət	ɔː ŋ ə t	81	914 801 1022 120	1393	khan1273
772	Obdorsk Khanty	horn	aːŋət	aː ŋ ə t	81	1004 801 1022 120	1393	khan1273
#
790	North Mansi	kill	ali	a l i	83	997 554 1076	1417	mans1258
791	Middle Lozva Mansi	kill	æli	æ l i	83	1087 554 1076	1417	mans1258
792	Lower Lozva Mansi	kill	æli	æ l i	83	1087 554 1076	1417	
793	Pelymka Mansi	kill	æli	æ l i	83	1087 554 1076	1417	mans1258
794	Konda Mansi	kill	æli	æ l i	83	1087 554 1076	1417	khan1273
795	Tavda Mansi	kill	ælænt	æ l æ n t	83	1087 554 1087 107 120	1417	mans1258
796	Vakh Khanty	kill	weːl	w eː l	83	462 1091 554	1417	khan1273
797	Vasjugan Khanty	kill	weːl	w eː l	83	462 1091 554	1417	khan1273
798	Likrisovskoje Khanty	kill	wæθ	w æ θ	83	462 1087 417	1417	khan1273
799	Malyj Jugan Khanty	kill	wæɬ	w æ ɬ	83	462 1087 540	1417	khan1273
800	Tremjugan Khanty	kill	wæɬ	w æ ɬ	83	462 1087 540	1417	mans1258
801	Jugan Khanty	kill	wæɬ	w æ ɬ	83	462 1087 540	1417	khan1273
802	Upper Demjanka Khanty	kill	weːt	w eː t	83	462 1091 120	1417	khan1273
803	Konda Khanty	kill	weːt	w eː t	83	462 1091 120	1417	khan1273
804	Nizjam Khanty	kill	weːt	w eː t	83	462 1091 120	1417	khan1273
805	Sherkaly Khanty	kill	weːt	w eː t	83	462 1091 120	1417	khan1273
806	Kazym Khanty	kill	weːɬ	w eː ɬ	83	462 1091 540	1417	khan1273
807	Synja Khanty	kill	weːl	w eː l	83	462 1091 554	1417	khan1273
808	Obdorsk Khanty	kill	weːl	w eː l	83	462 1091 554	1417	khan1273
#
809	North Mansi	knee	saːns	s aː n s	84	89 1004 107 89	1371	mans1258
810	Middle Lozva Mansi	knee	ʃanʃ	ʃ a n ʃ	84	683 997 107 683	1371	mans1258
811	Lower Lozva Mansi	knee	ʃaːnʃ	ʃ aː n ʃ	84	683 1004 107 683	1371	
812	Pelymka Mansi	knee	ʃanʃ	ʃ a n ʃ	84	683 997 107 683	1371	mans1258
813	Konda Mansi	knee	sɔnəs	s ɔ n ə s	84	89 916 107 1022 89	1371	khan1273
814	Tavda Mansi	knee	ʃɔnʃ	ʃ ɔ n ʃ	84	683 916 107 683	1371	mans1258
815	Vakh Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	651 1088 711 651	1371	khan1273
816	Verkhne-Kalymsk Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	651 1088 711 651	1371	khan1273
817	Vasjugan Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	651 1088 711 651	1371	khan1273
818	Vartovskoje Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	651 1088 711 651	1371	khan1273
819	Likrisovskoje Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	651 1088 711 651	1371	khan1273
820	Malyj Jugan Khanty	knee	ʧæːnʧ	tʃ æː n tʃ	84	651 1088 107 651	1371	khan1273
821	Tremjugan Khanty	knee	ʧæːɳʧ	tʃ æː ɳ tʃ	84	651 1088 711 651	1371	mans1258
822	Jugan Khanty	knee	ʧæːnʧ	tʃ æː n tʃ	84	651 1088 107 651	1371	khan1273
823	Upper Demjanka Khanty	knee	ʧæːnʧ	tʃ æː n tʃ	84	651 1088 107 651	1371	khan1273
824	Konda Khanty	knee	ʧæːnʧ	tʃ æː n tʃ	84	651 1088 107 651	1371	khan1273
825	Nizjam Khanty	knee	ʃaːʃ	ʃ aː ʃ	84	683 1004 683	1371	khan1273
826	Sherkaly Khanty	knee	ʃaːʃ	ʃ aː ʃ	84	683 1004 683	1371	khan1273
827	Kazym Khanty	knee	ʃaːʃ	ʃ aː ʃ	84	683 1004 683	1371	khan1273
828	Synja Khanty	knee	ʃaːʃ	ʃ aː ʃ	84	683 1004 683	1371	khan1273
829	Obdorsk Khanty	knee	sæːs	s æː s	84	89 1088 89	1371	khan1273
#
830	North Mansi	know	waːɣ	w aː ɣ	85	462 1004 780	1410	mans1258
831	Middle Lozva Mansi	know	qaɲsʲi	q a ɲ sʲ i	86	757 997 595 90 1076	1410	mans1258
832	Lower Lozva Mansi	know	qanʃi	q a n ʃ i	86	757 997 107 683 1076	1410	
833	Pelymka Mansi	know	qaɲʃi	q a ɲ ʃ i	86	757 997 595 683 1076	1410	mans1258
834	Konda Mansi	know	qaɲsʲi	q a ɲ sʲ i	86	757 997 595 90 1076	1410	khan1273
835	Tavda Mansi	know	qaɲʃant	q a ɲ ʃ a n t	86	757 997 595 683 997 107 120	1410	mans1258
836	Vakh Khanty	know	toŋəmt	t o ŋ ə m t	87	120 887 801 1022 241 120	1410	khan1273
837	Verkhne-Kalymsk Khanty	know	toŋəmt	t o ŋ ə m t	87	120 887 801 1022 241 120	1410	khan1273
838	Vasjugan Khanty	know	toŋəmt	t o ŋ ə m t	87	120 887 801 1022 241 120	1410	khan1273
839	Vartovskoje Khanty	know	toŋəmt	t o ŋ ə m t	87	120 887 801 1022 241 120	1410	khan1273
840	Likrisovskoje Khanty	know	toŋəmtə	t o ŋ ə m t ə	87	120 887 801 1022 241 120 1022	1410	khan1273
841	Malyj Jugan Khanty	know	toŋəmtə	t o ŋ ə m t ə	87	120 887 801 1022 241 120 1022	1410	khan1273
842	Tremjugan Khanty	know	wuː	w uː	85	462 860	1410	mans1258
843	Jugan Khanty	know	uː	uː	85	860	1410	khan1273
844	Upper Demjanka Khanty	know	woː	w oː	85	462 880	1410	khan1273
845	Nizjam Khanty	know	uː	uː	85	860	1410	khan1273
846	Sherkaly Khanty	know	uː	uː	85	860	1410	khan1273
847	Kazym Khanty	know	wɵː	w ɵː	85	462 971	1410	khan1273
848	Synja Khanty	know	uːjət	uː j ə t	85	860 570 1022 120	1410	khan1273
849	Obdorsk Khanty	know	oːsj	oː s j	85	880 89 570	1410	khan1273
#
850	North Mansi	leaf	luːptæ	l uː p t æ	88	554 860 291 120 1087	628	mans1258
851	Middle Lozva Mansi	leaf	luoptæ	l uo p t æ	88	554 871 291 120 1087	628	mans1258
852	Lower Lozva Mansi	leaf	lɔːpta	l ɔː p t a	88	554 914 291 120 997	628	
853	Pelymka Mansi	leaf	luptə	l u p t ə	88	554 868 291 120 1022	628	mans1258
854	Konda Mansi	leaf	ləptə	l ə p t ə	88	554 1022 291 120 1022	628	khan1273
855	Tavda Mansi	leaf	lɔptɔ	l ɔ p t ɔ	88	554 916 291 120 916	628	mans1258
856	Vakh Khanty	leaf	ɭɨːwət	ɭ ɨː w ə t	88	708 976 462 1022 120	628	khan1273
857	Verkhne-Kalymsk Khanty	leaf	ɭɨːwət	ɭ ɨː w ə t	88	708 976 462 1022 120	628	khan1273
858	Vasjugan Khanty	leaf	ɭɨːwət	ɭ ɨː w ə t	88	708 976 462 1022 120	628	khan1273
859	Vartovskoje Khanty	leaf	ɭɨːwət	ɭ ɨː w ə t	88	708 976 462 1022 120	628	khan1273
860	Likrisovskoje Khanty	leaf	ɭɨːpət	ɭ ɨː p ə t	88	708 976 291 1022 120	628	khan1273
861	Malyj Jugan Khanty	leaf	ɭɨːpət	ɭ ɨː p ə t	88	708 976 291 1022 120	628	khan1273
862	Tremjugan Khanty	leaf	ɭɨːpət	ɭ ɨː p ə t	88	708 976 291 1022 120	628	mans1258
863	Jugan Khanty	leaf	ɭɨːpət	ɭ ɨː p ə t	88	708 976 291 1022 120	628	khan1273
864	Upper Demjanka Khanty	leaf	liːpət	l iː p ə t	88	554 1068 291 1022 120	628	khan1273
865	Konda Khanty	leaf	liːpət	l iː p ə t	88	554 1068 291 1022 120	628	khan1273
866	Nizjam Khanty	leaf	lipət	l i p ə t	88	554 1076 291 1022 120	628	khan1273
867	Sherkaly Khanty	leaf	lipət	l i p ə t	88	554 1076 291 1022 120	628	khan1273
868	Kazym Khanty	leaf	ɭipət	ɭ i p ə t	88	708 1076 291 1022 120	628	khan1273
869	Synja Khanty	leaf	ɭipət	ɭ i p ə t	88	708 1076 291 1022 120	628	khan1273
870	Obdorsk Khanty	leaf	liːpət	l iː p ə t	88	554 1068 291 1022 120	628	khan1273
#
871	North Mansi	lie	χuji	χ u j i	90	748 868 570 1076	1411	mans1258
